[-0.5469710272168526, -0.21503759398496236, 0.5902004454342984, -0.20249221183800625, 0.09285714285714475, -0.8035426731078905, -0.5427509293680298, -1.0, -1.0, 1]
[-0.5803336259877083, -0.2902255639097745, 0.5991091314031178, -0.23364485981308414, 0.17499999999999827, -0.7842190016103059, -0.5539033457249071, -1.0, -1.0, 1]
[-0.35645302897279807, -0.12481203007518771, 0.7238307349665924, -0.38940809968847356, -0.23214285714285943, -0.8260869565217391, -0.4628252788104089, -1.0, 0.2549019607843137, 1]
[-0.597014925373146, 0.2421052631578946, 0.6347438752783963, -0.09657320872274144, -0.2642857142857127, -0.9484702093397746, -0.6412639405204461, -1.0, -0.5294117647058824, 1]
[-0.6014047410008794, -0.24511278195488717, 0.55456570155902, -0.264797507788162, 0.2285714285714291, -0.8776167471819646, -0.5167286245353161, -1.0, -1.0, 1]
[1.0, -0.5278195488721802, -1.0, -0.557632398753894, -0.8750000000000019, -0.961352657004831, 1.0, -1.0, -0.05882352941176472, 1]
[-0.534679543459168, -0.19699248120300739, 0.55456570155902, -0.23364485981308414, 0.014285714285716455, -0.7842190016103059, -0.5074349442379182, -1.0, -0.607843137254902, 1]
[-0.5390693590869209, -0.4526315789473683, 0.5501113585746102, -0.015576323987538832, 0.2214285714285733, -0.7971014492753623, -0.5074349442379182, -1.0, -0.6470588235294118, 1]
[0.19402985074627255, -0.7834586466165416, -1.0, -0.009345794392523477, -0.1500000000000008, -0.7391304347826086, 0.45167286245353155, -1.0, 0.3333333333333335, 1]
[0.13696224758560183, -0.06766917293233077, 0.2917594654788418, -0.45171339563862933, -0.5214285714285698, -0.9742351046698873, -0.003717472118959342, -1.0, -1.0, 1]
[0.41352063213344925, -0.07669172932330803, 0.4031180400890868, -0.7694704049844237, -0.7285714285714315, -0.9742351046698873, 0.15427509293680286, -1.0, -1.0, 1]
[-0.381035996488148, -0.4315789473684213, 0.2293986636971046, -0.6635514018691588, 0.42857142857142994, -0.8872785829307569, -0.2583643122676581, -1.0, -0.21568627450980393, 1]
[-0.4600526777875247, -0.5127819548872181, 0.2115812917594655, -0.1651090342679129, 0.09285714285714475, -0.7745571658615137, -0.29368029739776946, -1.0, -1.0, 1]
[-0.5258999122036816, -0.39248120300751876, 0.26948775055679275, -0.28348909657320875, 0.23571428571428465, -0.8164251207729469, -0.3754646840148701, -0.9301587301587302, -0.13725490196078427, 1]
[-0.3889376646180799, -0.32932330827067646, 0.31848552338530056, -0.28971962616822433, 0.11071428571428665, -0.8067632850241546, -0.3754646840148701, -0.9111111111111111, -1.0, 1]
[-0.5583845478490024, -0.3142857142857143, 0.5590200445434297, -0.25856697819314645, 0.10000000000000053, -0.8067632850241546, -0.5000000000000002, -1.0, -1.0, 1]
[-0.49604916593502435, -0.41654135338345866, 0.28285077951002213, -0.11526479750778817, 0.21428571428571241, -0.7648953301127215, -0.42193308550185893, -1.0, -1.0, 1]
[-0.36259877085162096, -0.31127819548872193, 0.6124721603563474, -0.5202492211838006, -0.09642857142857009, -0.7938808373590982, -0.31226765799256495, -1.0, -0.4117647058823529, 1]
[-0.3459174714662029, -0.20902255639097755, 0.5278396436525612, -0.28971962616822433, -0.12499999999999811, -0.8357487922705313, -0.41078066914498146, -1.0, -1.0, 1]
[-0.5487269534679615, -0.4045112781954885, 0.4832962138084631, -0.25233644859813087, 0.2392857142857152, -0.7842190016103059, -0.4776951672862453, -1.0, -1.0, 1]
[-0.5829675153643523, -0.24511278195488717, 0.4877505567928728, -0.264797507788162, 0.17499999999999827, -0.8743961352657005, -0.4814126394052044, -1.0, -1.0, 1]
[-0.5847234416154612, -0.28120300751879723, 0.5189309576837415, -0.19626168224299068, 0.23214285714285943, -0.9774557165861514, -0.44981412639405194, -1.0, -0.2549019607843137, 1]
[-0.5697980684811326, -0.34736842105263144, 0.5322939866369709, -0.2772585669781932, 0.16071428571428692, -0.8582930756843801, -0.47211895910780677, -1.0, -1.0, 1]
[-0.36259877085162096, -0.33834586466165417, 0.665924276169265, -0.4890965732087227, -0.11785714285714233, -0.7938808373590982, -0.3438661710037173, -1.0, -0.13725490196078427, 1]
[-0.4486391571554139, -0.5578947368421054, 0.4476614699331849, -0.4579439252336449, 0.3357142857142852, -0.8003220611916264, -0.3550185873605948, -1.0, -0.05882352941176472, 1]
[-0.11676909569798521, -0.007518796992481258, 0.6748329621380844, -0.8193146417445483, -0.2928571428571407, -0.964573268921095, -0.21561338289962828, -1.0, -1.0, 2]
[-0.4196663740122917, -0.15789473684210542, 0.5189309576837415, -0.23364485981308414, -0.2035714285714263, -0.8132045088566828, -0.3754646840148701, -1.0, -1.0, 2]
[-0.40210711150131906, -0.1669172932330827, 0.4966592427616925, -0.1651090342679129, -0.2392857142857151, -0.8164251207729469, -0.37174721189591076, -1.0, -0.6470588235294118, 2]
[-0.2809482001756004, -0.12481203007518771, 0.576837416481069, -0.7133956386292835, 0.014285714285716455, -0.9484702093397746, -0.3568773234200743, -0.9047619047619048, -0.05882352941176472, 2]
[-0.03775241439858912, 0.04060150375939853, 0.6837416481069041, -0.6137071651090342, -0.44642857142857184, -0.9259259259259259, -0.31040892193308545, -1.0, 0.4509803921568627, 2]
[-0.5258999122036816, -0.19398496240601493, 0.5100222717149221, -0.383177570093458, 0.01071428571428612, -0.8325281803542673, -0.4014869888475836, -1.0, -1.0, 2]
[-0.3705004389815528, -0.21804511278195482, 0.4877505567928728, -0.22118380062305298, -0.1678571428571426, -0.8196457326892109, -0.3382899628252788, -1.0, -1.0, 2]
[-0.5338015803336135, -0.3052631578947371, 0.5144766146993318, -0.39563862928348914, 0.14285714285714501, -0.8325281803542673, -0.4144981412639406, -1.0, -1.0, 2]
[-0.5654082528533797, -0.19097744360902258, 0.5144766146993318, -0.42056074766355145, 0.028571428571428026, -0.8099838969404187, -0.4628252788104089, -1.0, -1.0, 2]
[-0.4170324846356477, -0.12481203007518771, 0.6258351893095768, -0.7757009345794392, 0.13928571428571468, -0.9806763285024155, -0.34944237918215626, -1.0, -1.0, 2]
[-0.11150131694467791, 0.07969924812030094, 0.7371937639198216, -0.6635514018691588, -0.3964285714285716, -1.0, -0.24535315985130113, -1.0, -1.0, 2]
[-0.5171202809481954, -0.27518796992481187, 0.5367483296213809, -0.08411214953271029, -0.04642857142856982, -0.8067632850241546, -0.45167286245353144, -1.0, -0.33333333333333326, 2]
[-0.5364354697102769, -0.5699248120300752, 0.5679287305122493, -0.33956386292834884, 0.10000000000000053, -0.8164251207729469, -0.42379182156133843, -1.0, -1.0, 2]
[-0.512730465320462, -0.24511278195488717, 0.5902004454342984, -0.3208722741433022, 0.03214285714285836, -0.8196457326892109, -0.4405204460966544, -1.0, -0.607843137254902, 2]
[-0.5654082528533797, -0.21804511278195482, 0.5723830734966591, -0.3457943925233644, 0.02142857142857224, -0.8196457326892109, -0.4609665427509294, -1.0, -1.0, 2]
[-0.425812115891134, -0.12180451127819536, 0.6302895322939865, -0.4890965732087227, 0.05714285714285605, -0.964573268921095, -0.41078066914498146, -1.0, -1.0, 2]
[-0.4916593503072909, -0.3593984962406017, 0.5946547884187081, -0.36448598130841114, 0.0, -0.8035426731078905, -0.3754646840148701, -1.0, -1.0, 2]
[-0.8191395961369667, -0.31729323308270674, -1.0, 0.7009345794392523, -0.6821428571428566, 1.0, -0.721189591078067, -1.0, -1.0, 3]
[-0.11852502194907466, -0.326315789473684, -0.8530066815144766, -0.23987538940809972, 0.27857142857142936, -0.9581320450885669, 0.0855018587360592, -1.0, 0.0980392156862746, 3]
[-0.1720807726075665, -0.36240601503759406, -0.28285077951002224, 0.17133956386292826, -0.15357142857142614, -0.7552334943639292, -0.20631970260223065, -0.8476190476190476, 1.0, 3]
[-0.18525021949078613, -0.2030075187969922, -1.0, -0.30841121495327106, -0.12857142857142845, -0.893719806763285, 0.31412639405204446, -1.0, -1.0, 3]
[-0.8235294117647002, -0.31127819548872193, -1.0, 0.7133956386292835, -0.7607142857142849, 1.0, -0.7156133828996283, -1.0, -1.0, 3]
[0.10096575943810215, -0.18496240601503766, -1.0, -0.19626168224299068, -0.13928571428571468, -0.8969404186795491, 0.265799256505576, -1.0, -1.0, 3]
[-0.2502194907813886, -0.4255639097744359, -1.0, -0.15264797507788164, 0.4071428571428577, -0.8776167471819646, 0.13382899628252765, -1.0, -1.0, 3]
[-0.5162423178226409, -0.3593984962406017, -1.0, -0.04049844236760125, 0.4535714285714276, -0.6876006441223832, -0.1189591078066915, -1.0, -1.0, 3]
[-0.09043020193150686, -0.9097744360902259, -0.23830734966592437, -0.20872274143302183, 0.29642857142857104, -0.8132045088566828, 0.15055762081784363, -1.0, -1.0, 3]
[-0.07287093942053424, -0.7503759398496239, -0.1625835189309578, -0.20872274143302183, 0.08928571428571441, -0.8486312399355878, 0.11152416356877315, -1.0, -1.0, 3]
[-0.2976294995610185, -0.3984962406015037, -0.17594654788418707, -0.02180685358255452, 0.028571428571428026, -0.8067632850241546, -0.13382899628252798, -1.0, -1.0, 3]
[-0.6496927129060637, -0.013533834586466176, 0.1937639198218264, 1.0, -0.971428571428572, -0.4589371980676329, -0.9182156133828996, 0.39682539682539697, -1.0, 3]
[-0.22827041264266312, -0.2360902255639099, -1.0, -0.08411214953271029, 0.1500000000000008, -0.8486312399355878, 0.09479553903345717, -1.0, -1.0, 3]
[-0.29675153643546404, 0.028571428571428692, -1.0, 0.12149532710280364, 0.04642857142856993, -1.0, 0.013011152416356975, -1.0, -1.0, 4]
[-1.0, 1.0, -1.0, -0.9688473520249221, 1.0, -1.0, -0.7732342007434944, -1.0, -1.0, 4]
[-0.2502194907813886, 0.15187969924812061, -1.0, -0.8317757009345794, 0.3107142857142877, -1.0, 0.07620817843866168, -1.0, -1.0, 4]
[-0.3213345039508334, 0.28120300751879723, -0.6525612472160356, -0.09657320872274144, -0.039285714285714146, -1.0, -0.15985130111524182, -1.0, -1.0, 4]
[-0.3064091308165048, -0.016541353383458524, 0.06458797327394206, -0.20872274143302183, -0.08571428571428397, -1.0, -0.23048327137546465, -1.0, -1.0, 4]
[-0.3529411764705802, 0.010526315789473717, -0.024498886414254017, -0.14641744548286606, 0.02142857142857224, -1.0, -0.2769516728624535, -1.0, -1.0, 4]
[-0.37313432835821625, 0.1218045112781958, -0.00222717149220486, -0.17133956386292826, -0.08214285714285863, -1.0, -0.28810408921933095, -1.0, -1.0, 4]
[-0.278314310798937, -0.07969924812030094, 0.07349665924276172, -0.4392523364485982, 0.0535714285714306, -1.0, -0.19330855018587378, -1.0, -1.0, 4]
[-0.8384547848990288, 0.10375939849624083, -0.22494432071269488, -0.22118380062305298, 0.6928571428571428, -1.0, -0.5985130111524164, -1.0, -1.0, 4]
[-0.5592625109745373, 0.26917293233082695, -1.0, 0.23364485981308403, 0.24642857142857078, -1.0, -0.39033457249070624, -0.5746031746031746, -1.0, 5]
[-0.5276558384547906, -0.6330827067669176, -1.0, -0.4392523364485982, 0.9178571428571465, -0.13043478260869557, -0.34944237918215626, -1.0, -1.0, 5]
[-0.6496927129060637, 0.23909774436090236, -1.0, 0.3271028037383177, 0.3964285714285716, -1.0, -0.44981412639405194, -0.6444444444444444, -1.0, 5]
[-0.5232660228270571, 0.2240601503759403, -1.0, 0.05919003115264787, 0.17857142857142883, -1.0, -0.47026022304832726, 0.08571428571428563, -1.0, 5]
[-0.45829675153643523, 0.26917293233082695, -1.0, -0.05919003115264798, 0.13571428571428412, -1.0, -0.40892193308550195, -0.015873015873015817, -1.0, 5]
[-0.6549604916593517, 0.329323308270677, -1.0, 0.22118380062305287, 0.3178571428571433, -1.0, -0.4591078066914499, -0.6, -1.0, 5]
[-0.37137840210710726, 0.10075187969924837, -1.0, -0.04672897196261683, 0.08928571428571441, -0.5458937198067633, -0.8066914498141264, 0.8285714285714285, -1.0, 5]
[-0.5390693590869209, 0.09473684210526301, -1.0, 0.5264797507788164, 0.08571428571428408, -1.0, -0.2527881040892195, -0.657142857142857, -1.0, 5]
[-0.5539947322212495, 0.025563909774436455, -1.0, 0.6137071651090342, 0.0, -0.9742351046698873, -0.30297397769516743, -0.32698412698412693, -1.0, 5]
[-0.4995610184372228, 0.2601503759398498, -1.0, 0.05919003115264787, 0.16071428571428692, -1.0, -0.44795539033457243, 0.009523809523809712, -1.0, 5]
[-0.16593503072870464, 0.09172932330827055, -1.0, 0.0778816199376946, 0.2892857142857155, -1.0, -0.4405204460966544, 0.041269841269841345, -1.0, 5]
[-0.534679543459168, 0.2661654135338345, -1.0, -0.015576323987538832, 0.17857142857142883, -1.0, -0.3977695167286246, -0.12380952380952381, -1.0, 5]
[-0.5662862159789341, 0.28721804511278193, -1.0, 0.3831775700934579, 0.15714285714285658, -0.9838969404186796, -0.36802973977695175, -0.6634920634920635, -1.0, 5]
[-0.52941176470588, 0.09774436090225591, -1.0, 0.028037383177569986, 0.35714285714285743, -1.0, -0.43308550185873596, -0.0031746031746030523, -1.0, 5]
[-0.46268656716416867, 0.19398496240601504, -1.0, 0.27725856697819307, 0.2392857142857152, -1.0, -0.34572490706319725, -0.5809523809523809, -1.0, 5]
[-0.6128182616330096, -0.055639097744361043, -1.0, 0.4018691588785046, 0.2214285714285733, -0.9549114331723028, -0.2602230483271376, -0.48571428571428565, -0.9607843137254902, 5]
[-0.6224758560140504, 0.025563909774436455, -1.0, 0.4890965732087229, 0.27857142857142936, -0.9742351046698873, -0.3234200743494424, -0.6126984126984127, -0.803921568627451, 5]
[-0.5013169446883317, 0.15187969924812061, -1.0, 0.052959501557632294, 0.24285714285714555, -1.0, -0.42565055762081794, -0.0031746031746030523, -0.7254901960784313, 5]
[-0.4697102721685654, 0.20902255639097755, -1.0, 0.06542056074766345, 0.14642857142857046, -1.0, -0.42379182156133843, 0.009523809523809712, -0.6862745098039216, 5]
[-0.5539947322212495, 0.043609022556390764, -1.0, 0.557632398753894, 0.3035714285714268, -0.9871175523349437, -0.32899628252788127, -0.746031746031746, -0.6470588235294118, 5]
[-0.572431957857757, 0.23909774436090236, -1.0, 0.3021806853582554, 0.2392857142857152, -1.0, -0.3810408921933086, -0.5936507936507937, -0.6470588235294118, 5]
[-0.5627743634767357, -0.05263157894736814, -0.20712694877505566, -0.06542056074766356, 0.17499999999999827, -1.0, -0.3977695167286246, -0.5174603174603174, -1.0, 5]
[0.09745390693590372, 0.5218045112781955, -0.18485523385300673, -0.36448598130841114, -0.7785714285714267, -0.9001610305958132, -0.40892193308550195, 0.06666666666666665, -1.0, 5]
[-0.006145741878842315, 0.2421052631578946, -0.020044543429844075, 0.10280373831775713, -0.8392857142857131, -0.7552334943639292, -0.1951672862453533, -1.0, -1.0, 5]
[0.05355575065847229, -0.18496240601503766, 0.4877505567928728, -0.41433021806853587, -0.08214285714285863, -0.8067632850241546, -0.36802973977695175, -1.0, -1.0, 5]
[-0.3652326602282844, 0.07969924812030094, 0.4521158129175944, 0.20249221183800636, -0.485714285714286, -0.5297906602254429, -0.9330855018587361, 0.0349206349206348, -1.0, 5]
[-0.9859525899912258, -0.10977443609022564, 0.42538975501113585, -0.052959501557632405, 0.07142857142857251, -0.43317230273752017, -1.0, -0.24444444444444446, -1.0, 5]
[-0.634767339771735, 0.09774436090225591, -1.0, 0.47663551401869175, 0.17499999999999827, -0.9871175523349437, -0.3215613382899628, -0.5936507936507937, -1.0, 5]
[-0.4767339771729623, 0.052631578947368585, -1.0, 0.11526479750778829, 0.26785714285714324, -1.0, -0.40706319702602245, 0.060317460317460325, -1.0, 5]
the tuning data set:
           RI        Na        Mg        Al        Si         K        Ca        Ba        Fe result
0  -0.134328 -0.124812  1.000000 -0.495327 -0.296429 -0.980676 -0.382900 -1.000000 -1.000000      1
1   0.057946 -0.100752  0.657016 -0.862928 -0.307143 -0.971014 -0.139405 -1.000000 -0.372549      1
2  -0.404741 -0.380451  0.559020 -0.482866  0.150000 -0.793881 -0.379182 -1.000000 -1.000000      1
3  -0.306409 -0.136842  0.612472 -0.489097  0.010714 -0.954911 -0.381041 -1.000000 -1.000000      1
4  -0.599649 -0.401504  0.541203 -0.208723  0.210714 -0.784219 -0.505576 -1.000000 -0.058824      1
5  -0.426690 -0.422556  0.585746 -0.370717  0.167857 -0.803543 -0.394052 -1.000000 -0.450980      1
6  -0.442493 -0.371429  0.581292 -0.252336  0.050000 -0.826087 -0.425651 -1.000000 -0.254902      1
7  -0.359965 -0.242105  0.674833 -0.358255 -0.075000 -0.813205 -0.444238 -1.000000 -1.000000      2
8   0.359965 -0.849624 -1.000000 -0.700935  0.214286 -1.000000  0.719331 -1.000000 -1.000000      2
9  -0.495171 -0.218045  0.576837 -0.177570 -0.025000 -0.780998 -0.501859 -1.000000 -1.000000      2
10 -0.067603 -0.091729 -0.550111 -0.333333 -0.150000 -0.893720  0.061338 -1.000000 -1.000000      2
11 -0.581212 -0.359398  0.567929  0.140187  0.017857 -0.777778 -0.527881 -1.000000 -1.000000      2
12 -0.597015  0.242105  0.634744 -0.096573 -0.264286 -0.948470 -0.641264 -1.000000 -0.529412      2
13 -0.525900 -0.392481  0.269488 -0.283489  0.235714 -0.816425 -0.375465 -0.930159 -0.137255      2
14 -0.362599 -0.338346  0.665924 -0.489097 -0.117857 -0.793881 -0.343866 -1.000000 -0.137255      2
15 -0.370500 -0.218045  0.487751 -0.221184 -0.167857 -0.819646 -0.338290 -1.000000 -1.000000      3
16 -0.517120 -0.275188  0.536748 -0.084112 -0.046429 -0.806763 -0.451673 -1.000000 -0.333333      3
17  0.100966 -0.184962 -1.000000 -0.196262 -0.139286 -0.896940  0.265799 -1.000000 -1.000000      5
18 -0.838455  0.103759 -0.224944 -0.221184  0.692857 -1.000000 -0.598513 -1.000000 -1.000000      6
19 -0.654960  0.329323 -1.000000  0.221184  0.317857 -1.000000 -0.459108 -0.600000 -1.000000      7
20 -0.499561  0.260150 -1.000000  0.059190  0.160714 -1.000000 -0.447955  0.009524 -1.000000      7
21 -0.562774 -0.052632 -0.207127 -0.065421  0.175000 -1.000000 -0.397770 -0.517460 -1.000000      7
group 1:
          RI        Na        Mg        Al        Si         K        Ca        Ba        Fe result
0  -0.491659 -0.359398  0.594655 -0.364486  0.000000 -0.803543 -0.375465 -1.000000 -1.000000      3
1   0.425812 -0.912782 -1.000000 -0.713396  0.167857 -1.000000  0.771375 -1.000000 -1.000000      2
2  -0.622476  0.025564 -1.000000  0.489097  0.278571 -0.974235 -0.323420 -0.612698 -0.803922      7
3  -0.037752  0.040602  0.683742 -0.613707 -0.446429 -0.925926 -0.310409 -1.000000  0.450980      3
4  -0.460053 -0.512782  0.211581 -0.165109  0.092857 -0.774557 -0.293680 -1.000000 -1.000000      2
5  -0.035996  0.046617  0.701559 -0.887850 -0.300000 -0.964573 -0.230483 -1.000000 -1.000000      1
6  -0.278314 -0.079699  0.073497 -0.439252  0.053571 -1.000000 -0.193309 -1.000000 -1.000000      6
7  -0.420544 -0.362406  0.550111 -0.414330  0.128571 -0.803543 -0.418216 -0.942857 -0.137255      1
8  -0.250219  0.151880 -1.000000 -0.831776  0.310714 -1.000000  0.076208 -1.000000 -1.000000      6
9  -0.297629 -0.398496 -0.175947 -0.021807  0.028571 -0.806763 -0.133829 -1.000000 -1.000000      5
10 -0.287972 -0.257143  0.483296 -0.383178 -0.089286 -0.806763 -0.310409 -1.000000 -0.568627      1
11 -0.580334 -0.290226  0.599109 -0.233645  0.175000 -0.784219 -0.553903 -1.000000 -1.000000      2
12 -0.603161 -0.230075  0.536748 -0.426791  0.046429 -0.819646 -0.416357 -1.000000 -1.000000      1
13 -0.413521 -0.410526  0.576837 -0.345794  0.121429 -0.816425 -0.382900 -1.000000 -1.000000      1
14 -0.438982 -0.200000  0.630290 -0.439252  0.064286 -0.816425 -0.472119 -1.000000 -0.568627      1
15 -0.430202 -0.323308  0.576837 -0.426791  0.139286 -0.790660 -0.423792 -1.000000 -1.000000      1
16 -0.534680  0.266165 -1.000000 -0.015576  0.178571 -1.000000 -0.397770 -0.123810 -1.000000      7
17 -0.136084 -0.109774  0.599109 -0.482866 -0.232143 -0.971014 -0.262082 -1.000000 -1.000000      1
18 -0.455663 -0.311278  0.576837 -0.127726  0.042857 -0.826087 -0.440520 -1.000000 -0.725490      1
19 -0.111501  0.079699  0.737194 -0.663551 -0.396429 -1.000000 -0.245353 -1.000000 -1.000000      3
20 -0.579456 -0.290226  0.567929 -0.214953  0.092857 -0.780998 -0.513011 -1.000000 -0.647059      2
21 -0.425812 -0.482707  0.207127 -0.376947  0.389286 -0.819646 -0.325279 -1.000000 -0.058824      1
22 -0.448639 -0.557895  0.447661 -0.457944  0.335714 -0.800322 -0.355019 -1.000000 -0.058824      2
23  0.459175 -0.425564 -1.000000 -0.763240 -0.210714 -0.980676  0.667286 -1.000000 -1.000000      2
24 -0.577700 -0.380451  0.608018 -0.171340  0.128571 -0.793881 -0.509294 -1.000000  0.019608      1
25 -0.823529 -0.311278 -1.000000  0.713396 -0.760714  1.000000 -0.715613 -1.000000 -1.000000      5
26 -0.312555 -0.142857  0.492205 -0.414330 -0.189286 -0.809984 -0.353160 -1.000000 -1.000000      1
27 -0.345917 -0.209023  0.527840 -0.289720 -0.125000 -0.835749 -0.410781 -1.000000 -1.000000      2
28 -0.353819 -0.257143  0.616927 -0.514019  0.078571 -0.816425 -0.446097 -0.942857 -0.333333      2
29 -0.067603 -0.257143  0.639198 -0.464174  0.050000 -0.826087 -0.425651 -1.000000 -1.000000      2
30 -0.458297  0.269173 -1.000000 -0.059190  0.135714 -1.000000 -0.408922 -0.015873 -1.000000      7
31 -0.205443 -0.022556 -0.398664 -0.165109 -0.303571 -0.874396 -0.046468 -1.000000 -0.294118      2
32  0.097454  0.521805 -0.184855 -0.364486 -0.778571 -0.900161 -0.408922  0.066667 -1.000000      7
33 -0.476734 -0.350376  0.612472 -0.202492  0.125000 -0.803543 -0.501859 -1.000000 -1.000000      2
34 -0.550483 -0.317293  0.594655 -0.221184  0.078571 -0.803543 -0.514870 -1.000000 -1.000000      2
35 -0.634767  0.097744 -1.000000  0.476636  0.175000 -0.987118 -0.321561 -0.593651 -1.000000      7
36 -0.408253 -0.260150  0.737194 -0.370717 -0.100000 -0.822866 -0.440520 -1.000000  0.098039      2
37 -0.583845 -0.353383  0.527840 -0.308411  0.239286 -0.777778 -0.513011 -1.000000 -0.058824      1
38 -0.539069 -0.452632  0.550111 -0.015576  0.221429 -0.797101 -0.507435 -1.000000 -0.647059      2
group 2:
          RI        Na        Mg        Al        Si         K        Ca        Ba        Fe result
0  -0.438982 -0.172932  0.665924 -0.451713  0.135714 -0.809984 -0.516729 -1.000000 -1.000000      1
1  -0.028095  0.112782 -1.000000 -0.557632  0.021429 -0.967794  0.131970 -1.000000 -0.686275      2
2  -0.431080 -0.377444  0.630290 -0.389408  0.142857 -0.806763 -0.418216 -1.000000 -1.000000      1
3  -0.525900 -0.193985  0.510022 -0.383178  0.010714 -0.832528 -0.401487 -1.000000 -1.000000      3
4  -0.250219 -0.425564 -1.000000 -0.152648  0.407143 -0.877617  0.133829 -1.000000 -1.000000      5
5  -0.410887 -0.398496  0.527840 -0.439252  0.121429 -0.800322 -0.381041 -1.000000  0.176471      1
6  -0.321335  0.281203 -0.652561 -0.096573 -0.039286 -1.000000 -0.159851 -1.000000 -1.000000      6
7  -0.449517 -0.236090  0.612472 -0.408100  0.167857 -0.822866 -0.509294 -1.000000 -1.000000      1
8  -0.566286  0.287218 -1.000000  0.383178  0.157143 -0.983897 -0.368030 -0.663492 -1.000000      7
9  -0.006146  0.242105 -0.020045  0.102804 -0.839286 -0.755233 -0.195167 -1.000000 -1.000000      7
10 -0.448639 -0.227068  0.603563 -0.470405  0.171429 -0.813205 -0.490706 -1.000000 -1.000000      1
11 -0.480246 -0.172932  0.550111 -0.115265 -0.032143 -0.800322 -0.524164 -1.000000 -1.000000      2
12 -0.366111 -0.275188  0.265033 -0.383178  0.085714 -0.822866 -0.323420 -1.000000 -1.000000      1
13 -0.371378  0.100752 -1.000000 -0.046729  0.089286 -0.545894 -0.806691  0.828571 -1.000000      7
14 -0.382792 -0.100752 -1.000000 -0.831776  0.657143 -1.000000  0.033457 -1.000000 -1.000000      2
15 -0.501317  0.151880 -1.000000  0.052960  0.242857 -1.000000 -0.425651 -0.003175 -0.725490      7
16 -0.515364 -0.335338  0.608018 -0.395639  0.050000 -0.819646 -0.410781 -1.000000 -1.000000      2
17 -0.548727 -0.404511  0.483296 -0.252336  0.239286 -0.784219 -0.477695 -1.000000 -1.000000      2
18 -0.356453 -0.124812  0.723831 -0.389408 -0.232143 -0.826087 -0.462825 -1.000000  0.254902      2
19 -0.536435 -0.569925  0.567929 -0.339564  0.100000 -0.816425 -0.423792 -1.000000 -1.000000      3
20 -0.649693 -0.013534  0.193764  1.000000 -0.971429 -0.458937 -0.918216  0.396825 -1.000000      5
21 -0.301141 -0.046617  0.661470 -0.445483 -0.175000 -0.980676 -0.356877 -1.000000 -1.000000      1
22 -0.476734  0.052632 -1.000000  0.115265  0.267857 -1.000000 -0.407063  0.060317 -1.000000      7
23 -0.071993 -0.172932  0.665924 -0.619938 -0.214286 -0.942029 -0.223048 -1.000000 -0.725490      1
24  0.040386 -0.224060  0.594655 -0.669782 -0.221429 -0.961353 -0.118959 -1.000000 -0.882353      1
25 -0.373134 -0.245113  0.737194 -0.302181 -0.100000 -0.822866 -0.464684 -1.000000 -0.607843      2
26 -0.509219 -0.356391  0.585746 -0.158879  0.189286 -0.790660 -0.524164 -1.000000 -1.000000      2
27 -0.445127 -0.365414  0.559020 -0.470405  0.235714 -0.819646 -0.420074 -1.000000 -1.000000      1
28  0.194030 -0.783459 -1.000000 -0.009346 -0.150000 -0.739130  0.451673 -1.000000  0.333333      2
29 -0.467954 -0.356391  0.550111 -0.352025  0.153571 -0.819646 -0.442379 -1.000000 -1.000000      1
30 -0.533802 -0.193985  0.581292 -0.401869  0.071429 -0.780998 -0.503717 -1.000000 -1.000000      2
31 -0.401229 -0.395489  0.550111 -0.339564  0.125000 -0.793881 -0.395911 -1.000000 -1.000000      1
32 -0.388938 -0.329323  0.318486 -0.289720  0.110714 -0.806763 -0.375465 -0.911111 -1.000000      2
