options: {'left_index': False, 'headers': True, 'value_encode': {2: {'jan': 1, 'feb': 2, 'mar': 3, 'apr': 4, 'may': 5, 'jun': 6, 'jul': 7, 'aug': 8, 'sep': 9, 'oct': 10, 'nov': 11, 'dec': 12}, 3: {'mon': 1, 'tue': 2, 'wed': 3, 'thu': 4, 'fri': 5, 'sat': 6, 'sun': 7}}, 'normalize_cols': {1: 'x_loc', 2: 'y_loc', 3: 'month', 4: 'day', 5: 'FFMC', 6: 'DMC', 7: 'DC', 8: 'ISI', 9: 'Temp', 10: 'RH', 11: 'wind', 12: 'rain'}, 'result_col': 13}
     x_loc     y_loc     month       day      FFMC       DMC        DC       ISI      Temp        RH      wind    rain  result
0     0.50 -0.142857 -0.636364  0.333333  0.741935 -0.827016 -0.797350 -0.818182 -0.614148 -0.152941  0.400000 -1.0000    0.00
1     0.50 -0.428571  0.636364 -0.666667  0.855484 -0.763611  0.550839 -0.761141  0.016077 -0.576471 -0.888889 -1.0000    0.00
2     0.50 -0.428571  0.636364  0.666667  0.855484 -0.706409  0.592588 -0.761141 -0.202572 -0.576471 -0.800000 -1.0000    0.00
3     0.75  0.142857 -0.636364  0.333333  0.883871 -0.778084 -0.836754 -0.679144 -0.607717  0.929412 -0.200000 -0.9375    0.00
4     0.75  0.142857 -0.636364  1.000000  0.821935 -0.654032 -0.778820 -0.657754 -0.408360  0.976471 -0.688889 -1.0000    0.00
5     0.75  0.142857  0.272727  1.000000  0.899355 -0.419711  0.126070 -0.475936  0.286174 -0.670588  0.111111 -1.0000    0.00
6     0.75  0.142857  0.272727 -1.000000  0.899355 -0.394900  0.143896 -0.696970  0.408360 -0.717647 -0.400000 -1.0000    0.00
7     0.75  0.142857  0.272727 -1.000000  0.878710 -0.005513  0.407998 -0.618538 -0.627010  0.670588 -0.600000 -1.0000    0.00
8     0.75  0.142857  0.454545 -0.666667  0.865806 -0.115093  0.605958 -0.750446 -0.299035  0.129412  0.111111 -1.0000    0.00
9     0.50 -0.142857  0.454545  0.666667  0.904516 -0.401103  0.620030 -0.746881  0.324759 -0.411765 -0.200000 -1.0000    0.00
10    0.50 -0.142857  0.454545  0.666667  0.904516 -0.401103  0.620030 -0.746881  0.003215 -0.152941  0.511111 -1.0000    0.00
11    0.50 -0.142857  0.454545  0.666667  0.912258 -0.503101  0.653806 -0.194296  0.099678 -0.458824 -0.200000 -1.0000    0.00
12    0.25 -0.142857  0.272727  0.333333  0.156129 -0.519642  0.541926 -0.971480 -0.048232  0.341176  0.400000 -1.0000    0.00
13    0.25 -0.142857  0.454545 -1.000000  0.863226 -0.135768  0.591650 -0.750446  0.228296 -0.364706 -0.600000 -1.0000    0.00
14    0.25 -0.142857  0.454545 -0.333333  0.914839 -0.088904  0.622376 -0.672014  0.556270 -0.858824 -0.088889 -1.0000    0.00
15    0.25 -0.142857  0.454545  0.333333  0.925161 -0.034459  0.655917 -0.504456  0.331190 -0.317647  0.111111 -1.0000    0.00
16    0.00 -0.142857 -0.636364  0.666667  0.883871 -0.760855 -0.829014 -0.721925 -0.170418 -0.717647  0.111111 -1.0000    0.00
17    0.75 -0.142857  0.636364 -1.000000  0.708387 -0.781530  0.539346 -0.893048 -0.067524 -0.247059  0.000000 -1.0000    0.00
18    0.25 -0.428571 -0.636364 -0.333333  0.819355 -0.815300 -0.852469 -0.775401 -0.118971 -0.529412 -0.200000 -1.0000    0.00
19    0.25 -0.428571 -0.454545  0.666667  0.744516 -0.818746 -0.790782 -0.818182 -0.543408 -0.317647 -0.088889 -1.0000    0.00
20    0.25 -0.428571  0.454545 -0.666667  0.865806 -0.115093  0.605958 -0.750446  0.035370 -0.411765 -0.488889 -1.0000    0.00
21    0.00 -0.428571  0.454545 -1.000000  0.886452 -0.466575  0.680310 -0.672014  0.086817 -0.458824 -0.488889 -1.0000    0.00
22    0.50 -0.428571 -0.090909  1.000000  0.950968 -0.343901 -0.549431  1.000000  0.209003 -0.317647 -0.088889 -1.0000    0.00
23    0.50 -0.428571  0.272727  0.666667  0.845161 -0.243280  0.241937 -0.778966  0.112540 -0.341176  0.200000 -1.0000    0.00
24    0.50 -0.428571  0.272727  0.666667  0.930323 -0.046864  0.375161 -0.276292  0.382637 -0.600000  0.200000 -1.0000    0.00
25    0.50 -0.428571  0.272727  1.000000  0.876129 -0.026189  0.392049 -0.622103 -0.093248  0.058824  0.111111 -1.0000    0.00
26    0.50 -0.428571  0.454545  0.333333  0.901935 -0.195038  0.548258 -0.565062  0.080386 -0.552941  0.200000 -1.0000    0.00
27    0.50 -0.428571  0.454545 -1.000000  0.863226 -0.135768  0.591650 -0.750446  0.106109 -0.223529 -0.800000 -1.0000    0.00
28    0.25 -0.714286  0.454545  0.666667  0.927742 -0.005513  0.673508 -0.711230  0.800643 -0.788235 -0.488889 -1.0000    0.00
29    0.25 -0.714286  0.454545  1.000000  0.930323  0.021365  0.690395 -0.711230  0.324759 -0.435294 -0.288889 -1.0000    0.00
..     ...       ...       ...       ...       ...       ...       ...       ...       ...       ...       ...     ...     ...
487   0.00 -0.428571  0.272727 -0.666667  0.971613 -0.033770  0.402369 -0.368984  0.556270 -0.552941 -0.288889 -1.0000   16.40
488  -0.25 -0.428571  0.272727 -0.666667  0.971613 -0.033770  0.402369 -0.368984  0.106109  0.317647  0.600000 -1.0000   46.70
489  -0.25 -0.428571  0.272727 -0.333333  0.971613 -0.033770  0.402369 -0.368984  0.183280  0.011765 -0.800000 -1.0000    0.00
490  -0.25 -0.428571  0.272727 -0.333333  0.971613 -0.033770  0.402369 -0.368984  0.704180 -0.576471 -0.200000 -1.0000    0.00
491  -0.25 -0.428571  0.272727  0.000000  0.989677  0.039972  0.445291 -0.508021  0.942122 -0.858824 -0.088889 -1.0000    0.00
492  -1.00 -0.714286  0.272727  0.333333  0.992258  0.081323  0.467574 -0.597148  0.942122 -0.717647 -0.600000 -1.0000    0.00
493  -1.00 -0.714286  0.272727  0.333333  0.992258  0.081323  0.467574 -0.597148  0.627010 -0.670588 -0.088889 -1.0000   43.32
494   0.25  0.142857  0.272727  0.666667  0.994839  0.122674  0.489621 -0.500891  0.839228 -0.647059  0.000000 -1.0000    8.59
495   0.25  0.142857  0.272727 -1.000000  1.000000  0.201930  0.533716 -0.401070  0.395498 -0.364706 -0.600000 -1.0000    0.00
496  -0.25 -0.142857  0.272727 -1.000000  1.000000  0.201930  0.533716 -0.401070  0.954984 -0.741176 -0.400000 -1.0000    2.77
497  -0.50 -0.428571  0.272727 -0.666667  0.997419  0.240524  0.555764 -0.490196  0.935691 -0.717647 -0.600000 -1.0000   14.68
498   0.25 -0.142857  0.272727 -0.666667  0.997419  0.240524  0.555764 -0.490196  1.000000 -0.741176 -0.488889 -1.0000   40.54
499   0.50 -0.142857  0.272727 -0.666667  0.997419  0.240524  0.555764 -0.490196  0.614148  0.129412  0.000000  1.0000   10.82
500   0.75  0.142857  0.272727 -0.666667  0.997419  0.240524  0.555764 -0.490196  0.247588  0.176471  0.000000 -0.7500    0.00
501   0.50 -0.142857  0.272727 -0.666667  0.997419  0.240524  0.555764 -0.490196  0.247588  0.176471  0.000000 -0.7500    0.00
502  -0.25 -0.428571  0.272727 -0.666667  0.997419  0.240524  0.555764 -0.490196  0.189711  0.270588  0.000000 -0.8750    0.00
503  -0.75 -0.428571  0.272727 -0.333333  0.956129 -0.046864  0.597748 -0.286988  0.736334 -0.647059  0.000000 -1.0000    1.95
504  -0.25 -0.714286  0.272727 -0.333333  0.956129 -0.046864  0.597748 -0.286988  0.717042 -0.670588  0.000000 -1.0000   49.59
505  -1.00 -1.000000  0.272727  0.000000  0.865806  0.117161  0.727454 -0.639929  0.575563 -0.529412 -0.688889 -1.0000    5.80
506  -1.00 -1.000000  0.272727  0.333333  0.865806  0.142660  0.746687 -0.746881  0.048232  0.364706  0.800000 -1.0000    0.00
507  -0.75 -0.428571  0.272727  0.333333  0.865806  0.142660  0.746687 -0.746881  0.524116 -0.388235 -0.288889 -1.0000    0.00
508  -1.00 -1.000000  0.272727  0.333333  0.865806  0.142660  0.746687 -0.746881  0.524116 -0.388235 -0.288889 -1.0000    0.00
509   0.00 -0.428571  0.272727  0.333333  0.865806  0.142660  0.746687 -0.746881  0.215434  0.317647  0.600000 -0.5625    2.17
510   0.25 -0.142857  0.272727  0.333333  0.865806  0.142660  0.746687 -0.746881  0.028939  0.105882  0.111111 -1.0000    0.43
511   0.75  0.142857  0.272727  1.000000  0.623226 -0.616816  0.542629 -0.932264  0.646302 -0.529412 -0.488889 -1.0000    0.00
512  -0.25 -0.714286  0.272727  1.000000  0.623226 -0.616816  0.542629 -0.932264  0.646302 -0.600000 -0.488889 -1.0000    6.44
513  -0.75 -0.428571  0.272727  1.000000  0.623226 -0.616816  0.542629 -0.932264  0.266881  0.317647  0.200000 -1.0000   54.29
514   0.50 -0.428571  0.272727  1.000000  0.623226 -0.616816  0.542629 -0.932264  0.221865  0.294118  0.400000 -1.0000   11.16
515  -1.00 -0.428571  0.272727  0.666667  0.953548 -0.001378  0.423244 -0.597148  0.504823 -0.364706 -0.200000 -1.0000    0.00
516   0.25 -0.714286  0.818182 -0.666667  0.569032 -0.986906 -0.768266 -0.960784 -0.382637 -0.623529 -0.088889 -1.0000    0.00

[517 rows x 13 columns]
This is a regression set
the dataset is: 
[0.5, -0.1428571428571429, -0.6363636363636364, 0.33333333333333326, 0.7419354838709677, -0.8270158511371468, -0.797349595402838, -0.8181818181818182, -0.6141479099678457, -0.15294117647058825, 0.3999999999999999, -1.0, 0.0]
node #0: {'weights': [0.5460276063385952, 0.8815957804409746, 0.7693245074400014, 0.9101489697223332, 0.49291306350526576, -0.01216833802339572, 0.06542757051657487, 0.14148502313642966, 0.4678864545205177, 0.23592218740201726, 0.7420681661615612, 0.2329659868134401, 0.44757156870990067], 'output': 0.9103155826991582, 'delta': 1.004551262905345e-06}
node #1: {'weights': [0.5523862681549258, 0.624229058985693, 0.011343757467413548, 0.7744124747922596, 0.7404660662577998, -0.014700685939401749, 0.3417947058567785, 0.9172141974279298, 0.4765894501939395, 1.0182536048287847, 0.6419236024615216, 0.1629831238591688, 0.42846269176840535], 'output': 0.7941286740310939, 'delta': 2.5714293390900047e-06}
node #2: {'weights': [0.2613096663098396, 0.19863103117960706, 0.09305932921084216, 0.07899959155754246, 0.4210915552200496, 0.791412946411609, -0.00894791761149153, 0.8468453623074945, 0.18627213509577606, 1.018975366312628, 0.15006450129320664, 0.9701204533255114, 0.40922034047140476], 'output': 0.23091961769461208, 'delta': 1.6924655658859296e-06}
node #3: {'weights': [0.17280621112476827, 0.08040415138242031, 0.2546498651222981, 0.6994547630692199, 0.7161848553342666, 0.1682340721007327, 0.35447010536222207, -0.008285839462164225, -0.06064440675202905, 0.23673178280107277, 0.9093762943860286, -0.010338732978483136, 0.7135050784932568], 'output': 0.8985210677465154, 'delta': 1.5900117144370482e-06}
node #4: {'weights': [0.25736809659303156, 0.2161817924234177, 0.44877454070035677, -0.03404128535801749, 0.25447486138673636, -0.035306409338417444, 0.5408073869407327, 0.5677281257963603, 0.14113667426340681, 0.6513761736377375, 0.8331566003438153, 0.8389552422766552, 0.9134970623829309], 'output': 0.5311122394625197, 'delta': 3.4450661366221112e-06}
layer 1: [{'weights': [0.5441875832867924, 0.35653569443911837, 0.9645412295253749, 0.6222967335133042, 0.37371693667465095, 1.105113201858665], 'output': 0.9460369421685858, 'delta': 7.102994704456954e-06}, {'weights': [0.18661445897117365, 0.5474511528289255, 0.149626836642297, 0.8495187392288669, 0.388883469351717, 0.3265551497547645], 'output': 0.8738643585651188, 'delta': 8.641970141765418e-06}, {'weights': [0.809108012608553, 0.27224049833747777, 0.009596627731732196, 0.7775188303636298, 0.5746092370730969, 0.5524606328091048], 'output': 0.9249236263637318, 'delta': 4.492573156152088e-06}, {'weights': [0.31007743501208335, 0.8293727613824003, 0.09720828339523893, 0.1407992711530634, 0.6447689096098113, 0.7708161234394599], 'output': 0.9005278718213637, 'delta': 6.983086065820404e-06}, {'weights': [0.5993189530211299, 0.8470648174862664, 0.387648357864071, 0.7008754305478022, 0.4290722905069687, 0.9871618054511466], 'output': 0.9590094375471564, 'delta': 1.7122995502584466e-06}]
node #0: {'weights': [0.5441875832867924, 0.35653569443911837, 0.9645412295253749, 0.6222967335133042, 0.37371693667465095, 1.105113201858665], 'output': 0.9460369421685858, 'delta': 7.102994704456954e-06}
node #1: {'weights': [0.18661445897117365, 0.5474511528289255, 0.149626836642297, 0.8495187392288669, 0.388883469351717, 0.3265551497547645], 'output': 0.8738643585651188, 'delta': 8.641970141765418e-06}
node #2: {'weights': [0.809108012608553, 0.27224049833747777, 0.009596627731732196, 0.7775188303636298, 0.5746092370730969, 0.5524606328091048], 'output': 0.9249236263637318, 'delta': 4.492573156152088e-06}
node #3: {'weights': [0.31007743501208335, 0.8293727613824003, 0.09720828339523893, 0.1407992711530634, 0.6447689096098113, 0.7708161234394599], 'output': 0.9005278718213637, 'delta': 6.983086065820404e-06}
node #4: {'weights': [0.5993189530211299, 0.8470648174862664, 0.387648357864071, 0.7008754305478022, 0.4290722905069687, 0.9871618054511466], 'output': 0.9590094375471564, 'delta': 1.7122995502584466e-06}
output layer: [{'weights': [-1.1374104069007451, -0.6409518299613518, -0.5289208789863459, -0.6373010323490348, -0.356125262833552, -1.4471442451683556], 'output': 0.011122428109676091, 'delta': -0.00012233246919088206}]
node #0: {'weights': [-1.1374104069007451, -0.6409518299613518, -0.5289208789863459, -0.6373010323490348, -0.356125262833552, -1.4471442451683556], 'output': 0.011122428109676091, 'delta': -0.00012233246919088206}
predicted: 13.870730042617655; actual: 0.0
predicted: 11.857803982461704; actual: 0.0
predicted: 15.082691694362369; actual: 0.0
predicted: 13.47719335192255; actual: 0.0
predicted: 17.63612991679726; actual: 0.0
predicted: 15.830874075862436; actual: 0.0
predicted: 15.441554174815504; actual: 0.0
predicted: 14.216152515140585; actual: 0.0
predicted: 13.38047484323268; actual: 0.0
predicted: 12.163978485170844; actual: 0.0
predicted: 12.809187382270673; actual: 0.0
predicted: 15.619457429488271; actual: 0.0
predicted: 15.725178020669711; actual: 0.0
predicted: 16.956012976614875; actual: 0.0
predicted: 16.927574585722308; actual: 0.47
predicted: 13.167800409763208; actual: 1.19
predicted: 19.08107221908304; actual: 1.75
predicted: 15.086637441467282; actual: 2.57
predicted: 12.951153931688522; actual: 5.33
predicted: 15.237960659085434; actual: 8.31
predicted: 16.605425503517328; actual: 11.53
predicted: 14.02608372107583; actual: 24.23
predicted: 12.151501694843867; actual: 32.07
predicted: 14.437069176588711; actual: 88.49
predicted: 17.78952213154029; actual: 0.0
predicted: 13.581707204763262; actual: 0.68
predicted: 16.173876943138307; actual: 8.85
predicted: 15.633391372983072; actual: 0.52
predicted: 13.36185942649686; actual: 9.27
predicted: 14.2880562329769; actual: 0.0
predicted: 16.295331070713768; actual: 0.0
predicted: 12.788452153518715; actual: 0.0
predicted: 12.850403205361212; actual: 34.36
predicted: 14.088674826852234; actual: 6.58
predicted: 16.42550816325547; actual: 3.93
predicted: 12.65544376760536; actual: 3.71
predicted: 13.186117427936376; actual: 1.09
predicted: 11.334340784978128; actual: 11.060000000000002
predicted: 13.452199110885408; actual: 7.73
predicted: 16.208421392571342; actual: 9.96
predicted: 13.545507997642682; actual: 8.16
predicted: 17.450662052149834; actual: 0.0
predicted: 12.449133454562192; actual: 185.76
predicted: 12.87938614777174; actual: 0.0
predicted: 12.622395111516045; actual: 0.0
predicted: 12.643574751736319; actual: 6.43
predicted: 12.328514181198276; actual: 0.0
predicted: 14.041135307610416; actual: 0.0
predicted: 12.320647378193065; actual: 2.75
predicted: 13.968554631934353; actual: 0.0
predicted: 11.979105373132244; actual: 0.0
predicted: 12.12941202436559; actual: 0.43000000000000005
l_rate: 0.5; n_epoch: 300, n_hidden: [5, 9]
epoch: 0, lrate: 0.500, error: 0.00029432
epoch: 100, lrate: 0.500, error: 0.00005539
epoch: 200, lrate: 0.500, error: 0.00007031
epoch: 300, lrate: 0.500, error: 0.00008448
the trained network:
there are a total of 2 hidden layers
there are 12 inputs
there are 5 nodes in the 1st hidden layer
there are 9 nodes in the 2nd hidden layer
there are 1 nodes in the output layer
layer 0: [{'weights': [0.816352224729499, 0.40897047847301327, 0.797854193180904, 0.4087727077319759, 0.8422484775128867, 0.1766519966720125, 0.6568716189246823, 0.540265563284228, 0.10466043904330488, 0.9833428820681089, 0.046397414333686486, 0.07359744222602839, 0.11251091754158277], 'output': 0.7721821594525818, 'delta': 1.118740568281202e-06}, {'weights': [0.45960762418931533, 0.6969570355464925, 0.6618001015193006, 0.8275169785083726, 0.2001348083951464, 0.19902485360312014, 0.055641416836062094, 0.5805211067433157, 0.28165032494852854, 0.17213183103281304, 0.7678980640616848, -0.07985256191307574, 0.9460628638279658], 'output': 0.9133996274950498, 'delta': 5.903514184891947e-07}, {'weights': [0.05753310225527488, 0.738490798734592, 0.8846800271057796, 0.9172130158271419, 0.08970448810863978, 0.2333024233981856, 0.4041660368145647, 0.5985603628512276, 0.32853622056409343, 0.21072666018089917, 0.9512792648347983, 0.6902964081152773, 0.8315439621595807], 'output': 0.7782709119608131, 'delta': 2.2060099963555963e-06}, {'weights': [0.3601998992947752, 0.24835984256937635, 0.3422468064049245, 0.5370812875902037, 0.46021877479530526, 0.5623669112309708, -0.10306892780353062, 0.5325463696186203, -0.04824008532319245, 0.3700429341947051, 0.942542818036401, 0.2254819048368534, 0.5633875572161818], 'output': 0.7365556871192814, 'delta': 2.356187569651079e-06}, {'weights': [0.6223724430678689, 0.3843905816791599, 0.8989712275978049, 0.8535235084072437, 0.5378037670991603, 0.8239203810991982, 0.8987622733792326, 0.67627926368106, 0.30197242321008755, 0.8242077691701774, 0.6581245905638892, 0.6461406152050659, 0.13905586541577983], 'output': 0.6568858124766934, 'delta': 2.0116797013175515e-06}]
node #0: {'weights': [0.816352224729499, 0.40897047847301327, 0.797854193180904, 0.4087727077319759, 0.8422484775128867, 0.1766519966720125, 0.6568716189246823, 0.540265563284228, 0.10466043904330488, 0.9833428820681089, 0.046397414333686486, 0.07359744222602839, 0.11251091754158277], 'output': 0.7721821594525818, 'delta': 1.118740568281202e-06}
node #1: {'weights': [0.45960762418931533, 0.6969570355464925, 0.6618001015193006, 0.8275169785083726, 0.2001348083951464, 0.19902485360312014, 0.055641416836062094, 0.5805211067433157, 0.28165032494852854, 0.17213183103281304, 0.7678980640616848, -0.07985256191307574, 0.9460628638279658], 'output': 0.9133996274950498, 'delta': 5.903514184891947e-07}
node #2: {'weights': [0.05753310225527488, 0.738490798734592, 0.8846800271057796, 0.9172130158271419, 0.08970448810863978, 0.2333024233981856, 0.4041660368145647, 0.5985603628512276, 0.32853622056409343, 0.21072666018089917, 0.9512792648347983, 0.6902964081152773, 0.8315439621595807], 'output': 0.7782709119608131, 'delta': 2.2060099963555963e-06}
node #3: {'weights': [0.3601998992947752, 0.24835984256937635, 0.3422468064049245, 0.5370812875902037, 0.46021877479530526, 0.5623669112309708, -0.10306892780353062, 0.5325463696186203, -0.04824008532319245, 0.3700429341947051, 0.942542818036401, 0.2254819048368534, 0.5633875572161818], 'output': 0.7365556871192814, 'delta': 2.356187569651079e-06}
node #4: {'weights': [0.6223724430678689, 0.3843905816791599, 0.8989712275978049, 0.8535235084072437, 0.5378037670991603, 0.8239203810991982, 0.8987622733792326, 0.67627926368106, 0.30197242321008755, 0.8242077691701774, 0.6581245905638892, 0.6461406152050659, 0.13905586541577983], 'output': 0.6568858124766934, 'delta': 2.0116797013175515e-06}
layer 1: [{'weights': [1.0036153321223495, 0.6922099035845622, 0.6504038505422874, 1.020777720340791, -0.012712004287402833, 1.1535712587596598], 'output': 0.9783424624357654, 'delta': 1.4231011978501813e-06}, {'weights': [0.8209343498487229, 0.7553697444973294, 0.9286331304389127, 0.31461875752808693, 0.9514395931259655, 0.4890939302017797], 'output': 0.9674663647518975, 'delta': 1.3050249972933086e-06}, {'weights': [-0.03915541195374887, 0.048984846762134986, 0.06632914858113785, 0.2443024188666883, 0.43706124673132996, 0.773989213181873], 'output': 0.7870357377267524, 'delta': 5.620520995542945e-06}, {'weights': [0.4627466502096937, 0.8828764359129557, 0.6058084717968322, 0.24019089939131386, 0.1966495679349089, 0.6073077643497529], 'output': 0.9274807083887251, 'delta': 2.7422560349225133e-06}, {'weights': [0.04898668499501176, 0.11444579390087557, 0.8325561466096765, 0.5967142310865169, 0.4589129852680495, 0.9736082427952606], 'output': 0.9244835562966995, 'delta': 2.852432062324211e-06}, {'weights': [0.22280901957028768, 0.697108775499433, 0.7248871421050943, 0.7035940309458932, 0.9707318146180384, 0.8996702700193957], 'output': 0.9685838176560406, 'delta': 5.651077879879741e-07}, {'weights': [0.21671598164621494, 0.47670019319569623, 0.8589484538843954, 0.603744586102737, 0.1738593236690437, 0.8077884274294407], 'output': 0.9332635403017331, 'delta': 3.0164379980543634e-06}, {'weights': [0.654986961489252, 0.33082551003303456, 0.2129811359467748, 0.35767592981261453, 0.7831357980864563, 0.15891816630506253], 'output': 0.8710750689142617, 'delta': 7.548870151391342e-07}, {'weights': [0.3496057870056396, 0.09708286804398462, 0.7696265717478157, 1.0150726574165714, 0.4336024210411262, 0.6248066780811199], 'output': 0.931814146374237, 'delta': 3.996610381231012e-06}]
node #0: {'weights': [1.0036153321223495, 0.6922099035845622, 0.6504038505422874, 1.020777720340791, -0.012712004287402833, 1.1535712587596598], 'output': 0.9783424624357654, 'delta': 1.4231011978501813e-06}
node #1: {'weights': [0.8209343498487229, 0.7553697444973294, 0.9286331304389127, 0.31461875752808693, 0.9514395931259655, 0.4890939302017797], 'output': 0.9674663647518975, 'delta': 1.3050249972933086e-06}
node #2: {'weights': [-0.03915541195374887, 0.048984846762134986, 0.06632914858113785, 0.2443024188666883, 0.43706124673132996, 0.773989213181873], 'output': 0.7870357377267524, 'delta': 5.620520995542945e-06}
node #3: {'weights': [0.4627466502096937, 0.8828764359129557, 0.6058084717968322, 0.24019089939131386, 0.1966495679349089, 0.6073077643497529], 'output': 0.9274807083887251, 'delta': 2.7422560349225133e-06}
node #4: {'weights': [0.04898668499501176, 0.11444579390087557, 0.8325561466096765, 0.5967142310865169, 0.4589129852680495, 0.9736082427952606], 'output': 0.9244835562966995, 'delta': 2.852432062324211e-06}
node #5: {'weights': [0.22280901957028768, 0.697108775499433, 0.7248871421050943, 0.7035940309458932, 0.9707318146180384, 0.8996702700193957], 'output': 0.9685838176560406, 'delta': 5.651077879879741e-07}
node #6: {'weights': [0.21671598164621494, 0.47670019319569623, 0.8589484538843954, 0.603744586102737, 0.1738593236690437, 0.8077884274294407], 'output': 0.9332635403017331, 'delta': 3.0164379980543634e-06}
node #7: {'weights': [0.654986961489252, 0.33082551003303456, 0.2129811359467748, 0.35767592981261453, 0.7831357980864563, 0.15891816630506253], 'output': 0.8710750689142617, 'delta': 7.548870151391342e-07}
node #8: {'weights': [0.3496057870056396, 0.09708286804398462, 0.7696265717478157, 1.0150726574165714, 0.4336024210411262, 0.6248066780811199], 'output': 0.931814146374237, 'delta': 3.996610381231012e-06}
output layer: [{'weights': [-0.8024661687680736, -0.4953984307002911, -0.4006635761864656, -0.48713904116542567, -0.4881775214721172, -0.22191608354954187, -0.5786620770345193, -0.08034434788592242, -0.7515528642657633, -0.6725303717284254], 'output': 0.009191167511463812, 'delta': -8.370111281681129e-05}]
node #0: {'weights': [-0.8024661687680736, -0.4953984307002911, -0.4006635761864656, -0.48713904116542567, -0.4881775214721172, -0.22191608354954187, -0.5786620770345193, -0.08034434788592242, -0.7515528642657633, -0.6725303717284254], 'output': 0.009191167511463812, 'delta': -8.370111281681129e-05}
predicted: 13.973503166773439; actual: 0.0
predicted: 9.848956064520772; actual: 0.0
predicted: 14.263839396244856; actual: 0.0
predicted: 11.819648689702241; actual: 0.0
predicted: 19.056979702504538; actual: 0.0
predicted: 14.618567830244766; actual: 0.0
predicted: 15.895732151910535; actual: 0.0
predicted: 14.053753412303056; actual: 0.0
predicted: 11.364680027177076; actual: 0.0
predicted: 10.297233800613034; actual: 0.0
predicted: 10.694837604374774; actual: 0.0
predicted: 16.814233981241124; actual: 0.0
predicted: 16.049454082139874; actual: 0.0
predicted: 18.304503682735117; actual: 0.0
predicted: 17.232079798734173; actual: 0.47
predicted: 12.245707268383695; actual: 1.19
predicted: 21.37961744783002; actual: 1.75
predicted: 14.034303006526017; actual: 2.57
predicted: 10.809582566213043; actual: 5.33
predicted: 15.659571793673557; actual: 8.31
predicted: 16.542359685816184; actual: 11.53
predicted: 12.361805065532335; actual: 24.23
predicted: 10.196660037143355; actual: 32.07
predicted: 13.133448858796406; actual: 88.49
predicted: 19.962201797870872; actual: 0.0
predicted: 11.982069651328208; actual: 0.68
predicted: 16.83430265199131; actual: 8.85
predicted: 15.85862497011209; actual: 0.52
predicted: 11.474870188259338; actual: 9.27
predicted: 13.325464197027836; actual: 0.0
predicted: 16.981811396027894; actual: 0.0
predicted: 10.645342352953199; actual: 0.0
predicted: 10.984651684957106; actual: 34.36
predicted: 12.403124118814599; actual: 6.58
predicted: 16.77092124557735; actual: 3.93
predicted: 11.075802859756852; actual: 3.71
predicted: 11.335346520003334; actual: 1.09
predicted: 9.32429505383264; actual: 11.060000000000002
predicted: 12.515258612043228; actual: 7.73
predicted: 18.717271995069872; actual: 9.96
predicted: 13.140199892366454; actual: 8.16
predicted: 19.78417527991426; actual: 0.0
predicted: 10.527532892566603; actual: 185.76
predicted: 10.581400556303713; actual: 0.0
predicted: 10.324773323797; actual: 0.0
predicted: 10.829560962326827; actual: 6.43
predicted: 10.232679836778454; actual: 0.0
predicted: 13.64836258031529; actual: 0.0
predicted: 10.49072862688422; actual: 2.75
predicted: 12.803435174378539; actual: 0.0
predicted: 10.447831171876711; actual: 0.0
predicted: 10.242442771885187; actual: 0.43000000000000005
l_rate: 0.5; n_epoch: 300, n_hidden: [9, 5]
epoch: 0, lrate: 0.500, error: 0.00065962
epoch: 100, lrate: 0.500, error: 0.00013175
epoch: 200, lrate: 0.500, error: 0.00014129
epoch: 300, lrate: 0.500, error: 0.00014839
the trained network:
there are a total of 2 hidden layers
there are 12 inputs
there are 9 nodes in the 1st hidden layer
there are 5 nodes in the 2nd hidden layer
there are 1 nodes in the output layer
