options: {'left_index': True, 'order_results': True, 'normalize_cols': {2: 'RI', 3: 'Na', 4: 'Mg', 5: 'Al', 6: 'Si', 7: 'K', 8: 'Ca', 9: 'Ba', 10: 'Fe'}, 'result_col': 11}
           RI        Na        Mg        Al        Si         K        Ca        Ba        Fe  result
0   -0.134328 -0.124812  1.000000 -0.495327 -0.296429 -0.980676 -0.382900 -1.000000 -1.000000       1
50   0.057946 -0.100752  0.657016 -0.862928 -0.307143 -0.971014 -0.139405 -1.000000 -0.372549       1
49  -0.312555 -0.142857  0.492205 -0.414330 -0.189286 -0.809984 -0.353160 -1.000000 -1.000000       1
48  -0.027217 -0.254135  0.679287 -0.688474 -0.221429 -0.958132 -0.146840 -1.000000 -1.000000       1
47   0.362599 -0.019549  0.648107 -0.738318 -0.371429 -0.993559 -0.184015 -1.000000 -0.607843       1
46  -0.338016 -0.260150  0.501114 -0.445483  0.039286 -0.816425 -0.368030 -1.000000 -0.372549       1
45  -0.310799 -0.169925  0.550111 -0.339564 -0.235714 -0.822866 -0.336431 -1.000000 -1.000000       1
51  -0.287972 -0.257143  0.483296 -0.383178 -0.089286 -0.806763 -0.310409 -1.000000 -0.568627       1
44  -0.410887 -0.398496  0.527840 -0.439252  0.121429 -0.800322 -0.381041 -1.000000  0.176471       1
42  -0.417032 -0.254135  0.510022 -0.352025  0.053571 -0.809984 -0.412639 -1.000000 -1.000000       1
41  -0.438104 -0.404511  0.523385 -0.433022  0.210714 -0.809984 -0.403346 -1.000000 -1.000000       1
40  -0.404741 -0.380451  0.559020 -0.482866  0.150000 -0.793881 -0.379182 -1.000000 -1.000000       1
39  -0.035996  0.046617  0.701559 -0.887850 -0.300000 -0.964573 -0.230483 -1.000000 -1.000000       1
38  -0.035996  0.046617  0.701559 -0.887850 -0.300000 -0.964573 -0.230483 -1.000000 -1.000000       1
37  -0.401229 -0.395489  0.550111 -0.339564  0.125000 -0.793881 -0.395911 -1.000000 -1.000000       1
43  -0.038630 -0.097744  0.710468 -0.732087 -0.303571 -0.945250 -0.198885 -1.000000 -1.000000       1
36  -0.302897 -0.049624  0.572383 -0.358255 -0.285714 -0.835749 -0.377323 -0.930159 -1.000000       1
52  -0.391572 -0.187970  0.278396 -0.439252  0.082143 -0.822866 -0.330855 -1.000000 -1.000000       1
55  -0.425812 -0.482707  0.207127 -0.376947  0.389286 -0.819646 -0.325279 -1.000000 -0.058824       1
69   0.040386 -0.224060  0.594655 -0.669782 -0.221429 -0.961353 -0.118959 -1.000000 -0.882353       1
68  -0.089552 -0.281203  0.594655 -0.619938 -0.146429 -0.925926 -0.184015 -1.000000 -0.372549       1
67  -0.089552 -0.302256  0.625835 -0.638629 -0.103571 -0.938808 -0.178439 -1.000000 -0.333333       1
66  -0.089552 -0.302256  0.625835 -0.638629 -0.139286 -0.938808 -0.178439 -1.000000 -0.333333       1
65  -0.136084 -0.109774  0.599109 -0.482866 -0.232143 -0.971014 -0.262082 -1.000000 -1.000000       1
64  -0.071993 -0.172932  0.665924 -0.619938 -0.214286 -0.942029 -0.223048 -1.000000 -0.725490       1
54  -0.417910 -0.254135  0.251670 -0.376947  0.132143 -0.835749 -0.332714 -1.000000 -0.647059       1
63  -0.023705  0.034586  0.697105 -0.694704 -0.450000 -1.000000 -0.208178 -1.000000 -1.000000       1
61  -0.243196 -0.073684  0.594655 -0.358255 -0.317857 -0.961353 -0.397770 -0.561905 -1.000000       1
60  -0.306409 -0.136842  0.612472 -0.489097  0.010714 -0.954911 -0.381041 -1.000000 -1.000000       1
59  -0.438982 -0.200000  0.630290 -0.439252  0.064286 -0.816425 -0.472119 -1.000000 -0.568627       1
..        ...       ...       ...       ...       ...       ...       ...       ...       ...     ...
180 -0.838455  0.103759 -0.224944 -0.221184  0.692857 -1.000000 -0.598513 -1.000000 -1.000000       6
204 -0.559263  0.269173 -1.000000  0.233645  0.246429 -1.000000 -0.390335 -0.574603 -1.000000       7
201 -0.527656 -0.633083 -1.000000 -0.439252  0.917857 -0.130435 -0.349442 -1.000000 -1.000000       7
202 -0.649693  0.239098 -1.000000  0.327103  0.396429 -1.000000 -0.449814 -0.644444 -1.000000       7
203 -0.523266  0.224060 -1.000000  0.059190  0.178571 -1.000000 -0.470260  0.085714 -1.000000       7
205 -0.458297  0.269173 -1.000000 -0.059190  0.135714 -1.000000 -0.408922 -0.015873 -1.000000       7
200 -0.654960  0.329323 -1.000000  0.221184  0.317857 -1.000000 -0.459108 -0.600000 -1.000000       7
207 -0.371378  0.100752 -1.000000 -0.046729  0.089286 -0.545894 -0.806691  0.828571 -1.000000       7
208 -0.539069  0.094737 -1.000000  0.526480  0.085714 -1.000000 -0.252788 -0.657143 -1.000000       7
209 -0.553995  0.025564 -1.000000  0.613707  0.000000 -0.974235 -0.302974 -0.326984 -1.000000       7
210 -0.499561  0.260150 -1.000000  0.059190  0.160714 -1.000000 -0.447955  0.009524 -1.000000       7
211 -0.165935  0.091729 -1.000000  0.077882  0.289286 -1.000000 -0.440520  0.041270 -1.000000       7
206 -0.534680  0.266165 -1.000000 -0.015576  0.178571 -1.000000 -0.397770 -0.123810 -1.000000       7
199 -0.566286  0.287218 -1.000000  0.383178  0.157143 -0.983897 -0.368030 -0.663492 -1.000000       7
212 -0.529412  0.097744 -1.000000  0.028037  0.357143 -1.000000 -0.433086 -0.003175 -1.000000       7
197 -0.462687  0.193985 -1.000000  0.277259  0.239286 -1.000000 -0.345725 -0.580952 -1.000000       7
196 -0.612818 -0.055639 -1.000000  0.401869  0.221429 -0.954911 -0.260223 -0.485714 -0.960784       7
195 -0.622476  0.025564 -1.000000  0.489097  0.278571 -0.974235 -0.323420 -0.612698 -0.803922       7
194 -0.501317  0.151880 -1.000000  0.052960  0.242857 -1.000000 -0.425651 -0.003175 -0.725490       7
193 -0.469710  0.209023 -1.000000  0.065421  0.146429 -1.000000 -0.423792  0.009524 -0.686275       7
192 -0.553995  0.043609 -1.000000  0.557632  0.303571 -0.987118 -0.328996 -0.746032 -0.647059       7
191 -0.572432  0.239098 -1.000000  0.302181  0.239286 -1.000000 -0.381041 -0.593651 -0.647059       7
190 -0.562774 -0.052632 -0.207127 -0.065421  0.175000 -1.000000 -0.397770 -0.517460 -1.000000       7
189  0.097454  0.521805 -0.184855 -0.364486 -0.778571 -0.900161 -0.408922  0.066667 -1.000000       7
188 -0.006146  0.242105 -0.020045  0.102804 -0.839286 -0.755233 -0.195167 -1.000000 -1.000000       7
187  0.053556 -0.184962  0.487751 -0.414330 -0.082143 -0.806763 -0.368030 -1.000000 -1.000000       7
186 -0.365233  0.079699  0.452116  0.202492 -0.485714 -0.529791 -0.933086  0.034921 -1.000000       7
185 -0.985953 -0.109774  0.425390 -0.052960  0.071429 -0.433172 -1.000000 -0.244444 -1.000000       7
198 -0.634767  0.097744 -1.000000  0.476636  0.175000 -0.987118 -0.321561 -0.593651 -1.000000       7
213 -0.476734  0.052632 -1.000000  0.115265  0.267857 -1.000000 -0.407063  0.060317 -1.000000       7

[214 rows x 10 columns]
This is a classification set
class key: {0: 1.0, 1: 2.0, 2: 3.0, 3: 5.0, 4: 6.0, 5: 7.0}
the dataset is: 
[-0.13432835820895783, -0.12481203007518771, 1.0, -0.49532710280373826, -0.29642857142857115, -0.9806763285024155, -0.3828996282527881, -1.0, -1.0, 0]
node #6: {'weights': [-4.225493553310946, -6.532972336178725, -13.88385063598844, 16.499219301812293, 4.981704306555606, 15.307303738436884, -16.90584523032578, 27.40263079850952, -4.89633160041887, 4.866226874398647], 'output': 7.968405316195798e-15, 'delta': -8.64298266629371e-15}
node #7: {'weights': [-57.79090186281784, -6.572747247131971, -3.092029001333324, 75.31511040575441, -10.83418604902714, 10.744795648179364, -42.933582321234645, -12.070398436085915, 69.09884269196068, 19.671508609187015], 'output': 2.197003893290716e-19, 'delta': -2.741403338428584e-19}
node #8: {'weights': [-12.688639886138857, -9.000623824757344, 34.29266193158724, 37.54839858360518, -23.042838832196132, 7.315044091779333, -26.5345614550252, -10.00247216331754, 9.519281380941687, 12.400348019052013], 'output': 0.9999985796046629, 'delta': 9.314821909538444e-07}
output layer: [{'weights': [-0.31780152334288875, -4.808062849525079, -2.9493175020963234, -9.869999704423066, -6.619850712967686, -10.406597041193216, -9.918435947724564, -10.953927975540038, 6.976518288705922, 4.658464296421559], 'output': 0.1617779252295257, 'delta': 0.11366779861276557}, {'weights': [17.234741826573046, -5.2959015446783955, -8.37938542242061, 3.681734649234388, 22.923285113226072, -6.525008821479268, -16.646270262731125, 8.209217137924362, 5.079059587300116, -11.917799077168642], 'output': 0.04293953368818249, 'delta': -0.0017646314885647286}, {'weights': [-0.9214423986800431, -0.16812821547911605, -0.7052977018620742, -2.5569624642363857, -1.8757061854008725, -2.6607541447219654, -3.20711867644897, -1.7256721479372992, 1.0832939837491171, -1.403429279450406], 'output': 0.05836709228722827, 'delta': -0.003207877269560914}, {'weights': [-3.0426709624631596, 13.556785672908434, 9.765589628450572, 0.08058643844043595, -9.720758954496269, 10.666054378364148, -7.79557563211315, 2.742010409931576, -4.883532033609806, -8.07902649579113], 'output': 2.5435065272359634e-06, 'delta': -6.469408999066081e-12}, {'weights': [-3.9319572759742307, -0.3419408621944177, -1.652754552538566, 8.968725534354704, -4.764382913858106, -11.04629166417234, -8.803602837644933, -7.851306849111023, -6.981578505731903, -5.5846001691731075], 'output': 0.027230630463381887, 'delta': -0.0007213155259192546}, {'weights': [-5.038637751701239, -8.7279530465599, -6.789846570846175, 4.4375208375180435, -6.450693194337084, -3.65261103532963, 16.065470700387753, -2.9760386990105836, 2.3083481423437116, -10.98124134310646], 'output': 0.014353786379416878, 'delta': -0.0002030738558315392}]
node #0: {'weights': [-0.31780152334288875, -4.808062849525079, -2.9493175020963234, -9.869999704423066, -6.619850712967686, -10.406597041193216, -9.918435947724564, -10.953927975540038, 6.976518288705922, 4.658464296421559], 'output': 0.1617779252295257, 'delta': 0.11366779861276557}
node #1: {'weights': [17.234741826573046, -5.2959015446783955, -8.37938542242061, 3.681734649234388, 22.923285113226072, -6.525008821479268, -16.646270262731125, 8.209217137924362, 5.079059587300116, -11.917799077168642], 'output': 0.04293953368818249, 'delta': -0.0017646314885647286}
node #2: {'weights': [-0.9214423986800431, -0.16812821547911605, -0.7052977018620742, -2.5569624642363857, -1.8757061854008725, -2.6607541447219654, -3.20711867644897, -1.7256721479372992, 1.0832939837491171, -1.403429279450406], 'output': 0.05836709228722827, 'delta': -0.003207877269560914}
node #3: {'weights': [-3.0426709624631596, 13.556785672908434, 9.765589628450572, 0.08058643844043595, -9.720758954496269, 10.666054378364148, -7.79557563211315, 2.742010409931576, -4.883532033609806, -8.07902649579113], 'output': 2.5435065272359634e-06, 'delta': -6.469408999066081e-12}
node #4: {'weights': [-3.9319572759742307, -0.3419408621944177, -1.652754552538566, 8.968725534354704, -4.764382913858106, -11.04629166417234, -8.803602837644933, -7.851306849111023, -6.981578505731903, -5.5846001691731075], 'output': 0.027230630463381887, 'delta': -0.0007213155259192546}
node #5: {'weights': [-5.038637751701239, -8.7279530465599, -6.789846570846175, 4.4375208375180435, -6.450693194337084, -3.65261103532963, 16.065470700387753, -2.9760386990105836, 2.3083481423437116, -10.98124134310646], 'output': 0.014353786379416878, 'delta': -0.0002030738558315392}
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 1.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 1.0; actual: 2.0
predicted: 5.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 1.0; actual: 3.0
predicted: 2.0; actual: 3.0
predicted: 5.0; actual: 5.0
predicted: 2.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 1.0; actual: 7.0
l_rate: 0.5; n_epoch: 500, n_hidden: [5]
epoch: 0, lrate: 0.500, error: 311.49026642
epoch: 100, lrate: 0.500, error: 141.29660909
epoch: 200, lrate: 0.500, error: 113.77224807
epoch: 300, lrate: 0.500, error: 97.81872077
epoch: 400, lrate: 0.500, error: 90.89615555
epoch: 500, lrate: 0.500, error: 87.58213078
the trained network:
there are a total of 1 hidden layers
there are 9 inputs
there are 5 nodes in the 1st hidden layer
there are 6 nodes in the output layer
layer 0: [{'weights': [6.615071384587423, 2.563644171444553, -3.4193244370128193, -4.5102358913311695, -3.313602432062239, 1.5918365744058338, 4.450673637847276, 1.4646959390357828, 2.2635057187750536, -0.917000882561436], 'output': 5.8715695695612984e-05, 'delta': -4.102222648737483e-07}, {'weights': [2.953727353784208, 5.6524298228197045, 5.495136759572993, 9.267564063871397, -0.5218243770886811, -4.468319225419525, -4.072490840594169, 1.549451051781519, -3.0031312937898984, 1.4959264372658974], 'output': 0.959757883105729, 'delta': -0.00039786057532246544}, {'weights': [0.3986099355212126, 6.306766125731695, -2.8698157655233447, -0.2789269282452612, 8.63505140060506, 1.3518447536420546, -6.2791507681127205, 7.435216527198704, -1.6376656205294706, 0.0881977362749405], 'output': 0.002344959687690744, 'delta': 9.459390445126377e-05}, {'weights': [-13.246551349109632, 1.298437884980799, 17.23844969041063, 2.3351072009503144, -4.212665786633557, 4.458589410414594, -1.2359467251534486, 0.21670626571193033, 5.482602052287979, -7.070590365582213], 'output': 0.0004713216304992627, 'delta': -8.271816430749582e-06}, {'weights': [-13.45543618927706, -1.6385849016561587, -8.891143704808526, 20.503689148061884, -6.691130003884518, -0.7701248283664877, -0.8126689260425318, 0.12217489322533286, -2.534688289673027, 0.7907803716533248], 'output': 0.08742959539196764, 'delta': -0.00145955577570516}]
node #0: {'weights': [6.615071384587423, 2.563644171444553, -3.4193244370128193, -4.5102358913311695, -3.313602432062239, 1.5918365744058338, 4.450673637847276, 1.4646959390357828, 2.2635057187750536, -0.917000882561436], 'output': 5.8715695695612984e-05, 'delta': -4.102222648737483e-07}
node #1: {'weights': [2.953727353784208, 5.6524298228197045, 5.495136759572993, 9.267564063871397, -0.5218243770886811, -4.468319225419525, -4.072490840594169, 1.549451051781519, -3.0031312937898984, 1.4959264372658974], 'output': 0.959757883105729, 'delta': -0.00039786057532246544}
node #2: {'weights': [0.3986099355212126, 6.306766125731695, -2.8698157655233447, -0.2789269282452612, 8.63505140060506, 1.3518447536420546, -6.2791507681127205, 7.435216527198704, -1.6376656205294706, 0.0881977362749405], 'output': 0.002344959687690744, 'delta': 9.459390445126377e-05}
node #3: {'weights': [-13.246551349109632, 1.298437884980799, 17.23844969041063, 2.3351072009503144, -4.212665786633557, 4.458589410414594, -1.2359467251534486, 0.21670626571193033, 5.482602052287979, -7.070590365582213], 'output': 0.0004713216304992627, 'delta': -8.271816430749582e-06}
node #4: {'weights': [-13.45543618927706, -1.6385849016561587, -8.891143704808526, 20.503689148061884, -6.691130003884518, -0.7701248283664877, -0.8126689260425318, 0.12217489322533286, -2.534688289673027, 0.7907803716533248], 'output': 0.08742959539196764, 'delta': -0.00145955577570516}
output layer: [{'weights': [-7.048772660194873, 6.693261928896045, -4.049654879673007, -6.701997112938604, -10.082064277971865, -2.250232269719217], 'output': 0.9636632333296419, 'delta': 0.001272382976575037}, {'weights': [9.414169846386075, 3.8624846780709015, -11.131919908646225, 5.000400670299719, 2.7886331221678327, -6.992876775120109], 'output': 0.04464350759603262, 'delta': -0.0019040663504140132}, {'weights': [-2.072442283992966, 1.1700206106077085, -2.546819044377519, 0.05103640588062223, -0.06490476748429054, -3.295991660993014], 'output': 0.10194492971009493, 'delta': -0.009333278619634258}, {'weights': [-7.397954947249773, -7.606934516394733, -6.973505513674152, -2.516364478031019, 6.182362333447123, -1.7481006335377023], 'output': 0.00019813426263205037, 'delta': -3.9249407835139497e-08}, {'weights': [-3.9436753574832073, 3.4876366786079647, -4.346547725641322, -6.754440476898742, 5.286857124534986, -8.204225005311809], 'output': 0.01203081691721959, 'delta': -0.000142999208569586}, {'weights': [-0.22763446023203981, 1.915613351618804, 6.775576871879937, -2.944823602011409, 6.228617270221051, -10.246392821607404], 'output': 0.0003900618740288737, 'delta': -1.5208891833331813e-07}]
node #0: {'weights': [-7.048772660194873, 6.693261928896045, -4.049654879673007, -6.701997112938604, -10.082064277971865, -2.250232269719217], 'output': 0.9636632333296419, 'delta': 0.001272382976575037}
node #1: {'weights': [9.414169846386075, 3.8624846780709015, -11.131919908646225, 5.000400670299719, 2.7886331221678327, -6.992876775120109], 'output': 0.04464350759603262, 'delta': -0.0019040663504140132}
node #2: {'weights': [-2.072442283992966, 1.1700206106077085, -2.546819044377519, 0.05103640588062223, -0.06490476748429054, -3.295991660993014], 'output': 0.10194492971009493, 'delta': -0.009333278619634258}
node #3: {'weights': [-7.397954947249773, -7.606934516394733, -6.973505513674152, -2.516364478031019, 6.182362333447123, -1.7481006335377023], 'output': 0.00019813426263205037, 'delta': -3.9249407835139497e-08}
node #4: {'weights': [-3.9436753574832073, 3.4876366786079647, -4.346547725641322, -6.754440476898742, 5.286857124534986, -8.204225005311809], 'output': 0.01203081691721959, 'delta': -0.000142999208569586}
node #5: {'weights': [-0.22763446023203981, 1.915613351618804, 6.775576871879937, -2.944823602011409, 6.228617270221051, -10.246392821607404], 'output': 0.0003900618740288737, 'delta': -1.5208891833331813e-07}
predicted: 2.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 1.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 5.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 5.0
predicted: 7.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
l_rate: 0.5; n_epoch: 500, n_hidden: [9]
epoch: 0, lrate: 0.500, error: 325.17811131
epoch: 100, lrate: 0.500, error: 129.21468550
epoch: 200, lrate: 0.500, error: 95.65332049
epoch: 300, lrate: 0.500, error: 78.65322233
epoch: 400, lrate: 0.500, error: 65.90623669
epoch: 500, lrate: 0.500, error: 53.37683714
the trained network:
there are a total of 1 hidden layers
there are 9 inputs
there are 9 nodes in the 1st hidden layer
there are 6 nodes in the output layer
layer 0: [{'weights': [0.97032710112029, -5.726399525983487, -3.557439243604279, -4.170530808966897, -4.087721589494586, 3.4274308666798365, 3.1396665951156595, 4.095426613839774, 0.011130491360742846, 4.838398704153243], 'output': 0.12731773497552737, 'delta': -7.825137000324121e-05}, {'weights': [1.4412146813071363, 1.9374356950857823, 18.480540552121102, 4.93599911113838, -0.9327617569038243, 6.862092866034733, -3.273007001017702, -3.314811934528904, 1.526504891539619, -6.969381516926895], 'output': 0.0004207128921133374, 'delta': -1.7419995597259887e-07}, {'weights': [14.933144286426774, -0.8444635594433265, 13.910345998144262, -16.83504173545056, 0.5014325486443895, 4.508613008616101, 5.400251154250365, -2.203562173116772, -0.7273202273141636, -2.4186716698907875], 'output': 0.6532672117563544, 'delta': 0.0009610084801788464}, {'weights': [4.123248988690078, -0.5625126021158413, -0.41172925930125054, -0.9494835930331524, -3.913579374409347, 1.217536945002378, 5.765111652381032, 2.109334901647979, 0.8035638375979283, -0.40056494657687003], 'output': 0.00043030139457289694, 'delta': -4.3588682395776703e-07}, {'weights': [-19.944661363697517, -1.8612354663663067, 12.115949992936079, 0.4603712084163924, -0.07338464528896232, 2.0992825440906695, -0.590664746164551, 2.9656329605359812, 3.431673215681632, -5.86801770292356], 'output': 0.07780666373124687, 'delta': -0.00018443015201389395}, {'weights': [8.863364541998868, 0.018586033752187113, 5.093992670222485, -4.418212034376965, -8.408417969437105, 0.6378049062741888, 3.809271880279518, -0.4526956842739535, 0.2249930285574182, 0.973697028660936], 'output': 0.1994964198658667, 'delta': -0.00012588787434496734}, {'weights': [0.16847912932229359, -9.896684281213119, -1.351666106280167, 5.056924730963384, -6.293851482294749, 2.858489575280528, 7.107605504449501, -1.8060861271880295, -0.3715756044098381, -0.7225507424239137], 'output': 0.010263323994165605, 'delta': -1.0007238706017271e-05}, {'weights': [1.3902015791660496, -5.9224373908095, 1.1339473234424962, 7.104216780758991, 9.519167126134315, 5.123341625988802, -7.215258840694182, -2.1780996580332723, 2.7696415953204174, 3.11059752722406], 'output': 0.31766087043712055, 'delta': 0.0004367353244400965}, {'weights': [-5.194194880192179, 1.4419900215058383, -4.002546993578739, 2.3973223181412546, 5.702059034496014, 1.0570576371727405, -6.289114755265349, 7.482988931788468, 4.53192546218714, 3.007459286309113], 'output': 0.00043812007354642726, 'delta': -1.7756154180720142e-07}]
node #0: {'weights': [0.97032710112029, -5.726399525983487, -3.557439243604279, -4.170530808966897, -4.087721589494586, 3.4274308666798365, 3.1396665951156595, 4.095426613839774, 0.011130491360742846, 4.838398704153243], 'output': 0.12731773497552737, 'delta': -7.825137000324121e-05}
node #1: {'weights': [1.4412146813071363, 1.9374356950857823, 18.480540552121102, 4.93599911113838, -0.9327617569038243, 6.862092866034733, -3.273007001017702, -3.314811934528904, 1.526504891539619, -6.969381516926895], 'output': 0.0004207128921133374, 'delta': -1.7419995597259887e-07}
node #2: {'weights': [14.933144286426774, -0.8444635594433265, 13.910345998144262, -16.83504173545056, 0.5014325486443895, 4.508613008616101, 5.400251154250365, -2.203562173116772, -0.7273202273141636, -2.4186716698907875], 'output': 0.6532672117563544, 'delta': 0.0009610084801788464}
node #3: {'weights': [4.123248988690078, -0.5625126021158413, -0.41172925930125054, -0.9494835930331524, -3.913579374409347, 1.217536945002378, 5.765111652381032, 2.109334901647979, 0.8035638375979283, -0.40056494657687003], 'output': 0.00043030139457289694, 'delta': -4.3588682395776703e-07}
node #4: {'weights': [-19.944661363697517, -1.8612354663663067, 12.115949992936079, 0.4603712084163924, -0.07338464528896232, 2.0992825440906695, -0.590664746164551, 2.9656329605359812, 3.431673215681632, -5.86801770292356], 'output': 0.07780666373124687, 'delta': -0.00018443015201389395}
node #5: {'weights': [8.863364541998868, 0.018586033752187113, 5.093992670222485, -4.418212034376965, -8.408417969437105, 0.6378049062741888, 3.809271880279518, -0.4526956842739535, 0.2249930285574182, 0.973697028660936], 'output': 0.1994964198658667, 'delta': -0.00012588787434496734}
node #6: {'weights': [0.16847912932229359, -9.896684281213119, -1.351666106280167, 5.056924730963384, -6.293851482294749, 2.858489575280528, 7.107605504449501, -1.8060861271880295, -0.3715756044098381, -0.7225507424239137], 'output': 0.010263323994165605, 'delta': -1.0007238706017271e-05}
node #7: {'weights': [1.3902015791660496, -5.9224373908095, 1.1339473234424962, 7.104216780758991, 9.519167126134315, 5.123341625988802, -7.215258840694182, -2.1780996580332723, 2.7696415953204174, 3.11059752722406], 'output': 0.31766087043712055, 'delta': 0.0004367353244400965}
node #8: {'weights': [-5.194194880192179, 1.4419900215058383, -4.002546993578739, 2.3973223181412546, 5.702059034496014, 1.0570576371727405, -6.289114755265349, 7.482988931788468, 4.53192546218714, 3.007459286309113], 'output': 0.00043812007354642726, 'delta': -1.7756154180720142e-07}
output layer: [{'weights': [-5.031580984648284, -3.7098613169650134, 12.285576384258766, -2.6866960345193296, -9.324821961156118, -3.9781438163999785, -6.258292977534478, 3.931367853246115, -3.3381720143734026, -2.923218922632764], 'output': 0.9840624253833845, 'delta': 0.00024995804054532545}, {'weights': [6.2270340904110935, 6.543102506283848, -8.454012551270575, 10.795612761204081, 3.1146987235973644, 5.187416644388688, -9.079033783920135, 4.093164299834876, -10.453155585168872, -2.759144675099608], 'output': 0.006679992963463398, 'delta': -4.432422930188096e-05}, {'weights': [-3.057294321528173, -8.158008173977906, -1.2128834936684392, -0.37057715263351365, 8.116054456475423, 0.09553113882189719, 0.24981037076465273, -8.326782592635023, -3.2685237646524996, -1.7261303870771536], 'output': 0.007357254391011904, 'delta': -5.373094993725939e-05}, {'weights': [3.398614015799242, -3.913389902203047, -3.82378917002464, -5.388361386648665, 2.088009420049324, -5.506945394147974, 8.043807467437414, 2.6501104902449066, -1.4663458189736793, -7.754822422379287], 'output': 5.346422380668939e-05, 'delta': -2.8582704038726165e-09}, {'weights': [-6.765025686660689, -3.587694408901655, -7.036224203578038, -1.2101600178149823, -2.6737124253042044, -5.020634064294133, 0.7675216990904854, -6.990339261192022, -2.5870888090032413, 4.2537504932866606], 'output': 0.009665375265055292, 'delta': -9.251654469260308e-05}, {'weights': [-0.8385518467104732, -0.7008007610922584, -1.7287692595527133, -0.10174226877990783, -1.8626757110846015, 0.498700981703883, -5.576252599617632, -2.552274261776983, 9.59371218048973, -2.82842667472964], 'output': 0.006867501512697459, 'delta': -4.683868795782693e-05}]
node #0: {'weights': [-5.031580984648284, -3.7098613169650134, 12.285576384258766, -2.6866960345193296, -9.324821961156118, -3.9781438163999785, -6.258292977534478, 3.931367853246115, -3.3381720143734026, -2.923218922632764], 'output': 0.9840624253833845, 'delta': 0.00024995804054532545}
node #1: {'weights': [6.2270340904110935, 6.543102506283848, -8.454012551270575, 10.795612761204081, 3.1146987235973644, 5.187416644388688, -9.079033783920135, 4.093164299834876, -10.453155585168872, -2.759144675099608], 'output': 0.006679992963463398, 'delta': -4.432422930188096e-05}
node #2: {'weights': [-3.057294321528173, -8.158008173977906, -1.2128834936684392, -0.37057715263351365, 8.116054456475423, 0.09553113882189719, 0.24981037076465273, -8.326782592635023, -3.2685237646524996, -1.7261303870771536], 'output': 0.007357254391011904, 'delta': -5.373094993725939e-05}
node #3: {'weights': [3.398614015799242, -3.913389902203047, -3.82378917002464, -5.388361386648665, 2.088009420049324, -5.506945394147974, 8.043807467437414, 2.6501104902449066, -1.4663458189736793, -7.754822422379287], 'output': 5.346422380668939e-05, 'delta': -2.8582704038726165e-09}
node #4: {'weights': [-6.765025686660689, -3.587694408901655, -7.036224203578038, -1.2101600178149823, -2.6737124253042044, -5.020634064294133, 0.7675216990904854, -6.990339261192022, -2.5870888090032413, 4.2537504932866606], 'output': 0.009665375265055292, 'delta': -9.251654469260308e-05}
node #5: {'weights': [-0.8385518467104732, -0.7008007610922584, -1.7287692595527133, -0.10174226877990783, -1.8626757110846015, 0.498700981703883, -5.576252599617632, -2.552274261776983, 9.59371218048973, -2.82842667472964], 'output': 0.006867501512697459, 'delta': -4.683868795782693e-05}
predicted: 2.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 3.0
predicted: 5.0; actual: 5.0
predicted: 7.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
l_rate: 0.5; n_epoch: 300, n_hidden: [5]
epoch: 0, lrate: 0.500, error: 326.98032177
epoch: 100, lrate: 0.500, error: 130.43873601
epoch: 200, lrate: 0.500, error: 102.55474441
epoch: 300, lrate: 0.500, error: 90.56288932
the trained network:
there are a total of 1 hidden layers
there are 9 inputs
there are 5 nodes in the 1st hidden layer
there are 6 nodes in the output layer
