options: {'left_index': True, 'order_results': True, 'rename_cols': {2: 'RI', 3: 'Na', 4: 'Mg', 5: 'Al', 6: 'Si', 7: 'K', 8: 'Ca', 9: 'Ba', 10: 'Fe'}, 'result_col': 11}
          RI     Na    Mg    Al     Si     K     Ca    Ba    Fe  result
Pandas(Index=3, RI=1.51797, Na=12.74, Mg=3.48, Al=1.3500000000000001, Si=72.959999999999994, K=0.64000000000000001, Ca=8.6799999999999997, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=62, RI=1.5178399999999999, Na=12.68, Mg=3.6699999999999999, Al=1.1599999999999999, Si=73.109999999999999, K=0.60999999999999999, Ca=8.6999999999999993, Ba=0.0, Fe=0.0, result=1)
the 2 nearest are: [1, 1]
guess: 1
actual: 1

point is: Pandas(Index=6, RI=1.5175000000000001, Na=12.82, Mg=3.5499999999999998, Al=1.49, Si=72.75, K=0.54000000000000004, Ca=8.5199999999999996, Ba=0.0, Fe=0.19, result=1)
nearest rows: {36: 0.33734357693603689, 93: 0.3067596590166275}
The nearest 2 neighbors are: 
Pandas(Index=93, RI=1.5187200000000001, Na=12.93, Mg=3.6600000000000001, Al=1.5600000000000001, Si=72.510000000000005, K=0.57999999999999996, Ca=8.5500000000000007, Ba=0.0, Fe=0.12, result=2)
Pandas(Index=36, RI=1.51667, Na=12.94, Mg=3.6099999999999999, Al=1.26, Si=72.75, K=0.56000000000000005, Ca=8.5999999999999996, Ba=0.0, Fe=0.0, result=2)
the 2 nearest are: [2, 2]
guess: 2
actual: 1

point is: Pandas(Index=7, RI=1.51844, Na=13.25, Mg=3.7599999999999998, Al=1.3200000000000001, Si=72.400000000000006, K=0.57999999999999996, Ca=8.4199999999999999, Ba=0.0, Fe=0.0, result=2)
nearest rows: {21: 0.23600852209189588, 46: 0.25980762190513329}
The nearest 2 neighbors are: 
Pandas(Index=21, RI=1.5182899999999999, Na=13.24, Mg=3.8999999999999999, Al=1.4099999999999999, Si=72.329999999999998, K=0.55000000000000004, Ca=8.3100000000000005, Ba=0.0, Fe=0.10000000000000001, result=2)
Pandas(Index=46, RI=1.5184600000000001, Na=13.41, Mg=3.8900000000000001, Al=1.3300000000000001, Si=72.379999999999995, K=0.51000000000000001, Ca=8.2799999999999994, Ba=0.0, Fe=0.0, result=2)
the 2 nearest are: [2, 2]
guess: 2
actual: 2

point is: Pandas(Index=8, RI=1.52664, Na=11.23, Mg=0.0, Al=0.77000000000000002, Si=73.209999999999994, K=0.0, Ca=14.68, Ba=0.0, Fe=0.0, result=2)
nearest rows: {28: 2.272928413324975, 129: 3.2866911269694916}
The nearest 2 neighbors are: 
Pandas(Index=28, RI=1.52475, Na=11.449999999999999, Mg=0.0, Al=1.8799999999999999, Si=72.189999999999998, K=0.81000000000000005, Ca=13.24, Ba=0.0, Fe=0.34000000000000002, result=2)
Pandas(Index=129, RI=1.5204299999999999, Na=13.380000000000001, Mg=0.0, Al=1.3999999999999999, Si=72.25, K=0.33000000000000002, Ca=12.5, Ba=0.0, Fe=0.0, result=5)
the 2 nearest are: [2, 5]
guess: 2
actual: 2

point is: Pandas(Index=9, RI=1.5168999999999999, Na=13.33, Mg=3.54, Al=1.6100000000000001, Si=72.540000000000006, K=0.68000000000000005, Ca=8.1099999999999994, Ba=0.0, Fe=0.0, result=2)
nearest rows: {31: 0.22627461744526622, 142: 0.19646934239213984}
The nearest 2 neighbors are: 
Pandas(Index=142, RI=1.5164500000000001, Na=13.4, Mg=3.4900000000000002, Al=1.52, Si=72.650000000000006, K=0.67000000000000004, Ca=8.0800000000000001, Ba=0.0, Fe=0.10000000000000001, result=2)
Pandas(Index=31, RI=1.5164500000000001, Na=13.44, Mg=3.6099999999999999, Al=1.54, Si=72.390000000000001, K=0.66000000000000003, Ca=8.0299999999999994, Ba=0.0, Fe=0.0, result=2)
the 2 nearest are: [2, 2]
guess: 2
actual: 2

point is: Pandas(Index=10, RI=1.5217700000000001, Na=13.75, Mg=1.01, Al=1.3600000000000001, Si=72.189999999999998, K=0.33000000000000002, Ca=11.140000000000001, Ba=0.0, Fe=0.0, result=2)
nearest rows: {16: 1.4304545440173915, 47: 1.4724480802052091}
The nearest 2 neighbors are: 
Pandas(Index=16, RI=1.5222200000000001, Na=14.43, Mg=0.0, Al=1.0, Si=72.670000000000002, K=0.10000000000000001, Ca=11.52, Ba=0.0, Fe=0.080000000000000002, result=2)
Pandas(Index=47, RI=1.5199400000000001, Na=13.27, Mg=0.0, Al=1.76, Si=73.030000000000001, K=0.46999999999999997, Ca=11.32, Ba=0.0, Fe=0.0, result=5)
the 2 nearest are: [2, 5]
guess: 2
actual: 2

point is: Pandas(Index=11, RI=1.5159200000000002, Na=12.859999999999999, Mg=3.52, Al=2.1200000000000001, Si=72.659999999999997, K=0.68999999999999995, Ca=7.9699999999999998, Ba=0.0, Fe=0.0, result=2)
nearest rows: {87: 0.3000000006666686, 94: 0.42379401706489495}
The nearest 2 neighbors are: 
Pandas(Index=87, RI=1.5159, Na=12.82, Mg=3.52, Al=1.8999999999999999, Si=72.859999999999999, K=0.68999999999999995, Ca=7.9699999999999998, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=94, RI=1.51709, Na=13.0, Mg=3.4700000000000002, Al=1.79, Si=72.719999999999999, K=0.66000000000000003, Ca=8.1799999999999997, Ba=0.0, Fe=0.0, result=2)
the 2 nearest are: [2, 2]
guess: 2
actual: 2

point is: Pandas(Index=12, RI=1.5157399999999999, Na=14.859999999999999, Mg=3.6699999999999999, Al=1.74, Si=71.870000000000005, K=0.16, Ca=7.3600000000000003, Ba=0.0, Fe=0.12, result=2)
nearest rows: {39: 1.3623148665415039, 43: 1.3854644829803464}
The nearest 2 neighbors are: 
Pandas(Index=39, RI=1.51708, Na=13.720000000000001, Mg=3.6800000000000002, Al=1.8100000000000001, Si=72.060000000000002, K=0.64000000000000001, Ca=7.8799999999999999, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=43, RI=1.51918, Na=14.039999999999999, Mg=3.5800000000000001, Al=1.3700000000000001, Si=72.079999999999998, K=0.56000000000000005, Ca=8.3000000000000007, Ba=0.0, Fe=0.0, result=1)
the 2 nearest are: [2, 1]
guess: 2
actual: 2

point is: Pandas(Index=13, RI=1.5165500000000001, Na=12.75, Mg=2.8500000000000001, Al=1.4399999999999999, Si=73.269999999999996, K=0.56999999999999995, Ca=8.7899999999999991, Ba=0.11, Fe=0.22, result=2)
nearest rows: {37: 0.4785419872905578, 109: 0.48207895162514647}
The nearest 2 neighbors are: 
Pandas(Index=37, RI=1.5181100000000001, Na=12.960000000000001, Mg=2.96, Al=1.4299999999999999, Si=72.920000000000002, K=0.59999999999999998, Ca=8.7899999999999991, Ba=0.14000000000000001, Fe=0.0, result=2)
Pandas(Index=109, RI=1.5168900000000001, Na=12.67, Mg=2.8799999999999999, Al=1.71, Si=73.209999999999994, K=0.72999999999999998, Ca=8.5399999999999991, Ba=0.0, Fe=0.0, result=2)
the 2 nearest are: [2, 2]
guess: 2
actual: 2

point is: Pandas(Index=14, RI=1.51841, Na=12.93, Mg=3.7400000000000002, Al=1.1100000000000001, Si=72.280000000000001, K=0.64000000000000001, Ca=8.9600000000000009, Ba=0.0, Fe=0.22, result=2)
nearest rows: {49: 0.45607017047817983, 133: 0.24979991993593645}
The nearest 2 neighbors are: 
Pandas(Index=133, RI=1.51841, Na=13.02, Mg=3.6200000000000001, Al=1.0600000000000001, Si=72.340000000000003, K=0.64000000000000001, Ca=9.1300000000000008, Ba=0.0, Fe=0.14999999999999999, result=2)
Pandas(Index=49, RI=1.5183899999999999, Na=12.85, Mg=3.6699999999999999, Al=1.24, Si=72.569999999999993, K=0.62, Ca=8.6799999999999997, Ba=0.0, Fe=0.34999999999999998, result=2)
the 2 nearest are: [2, 2]
guess: 2
actual: 2

point is: Pandas(Index=15, RI=1.5183200000000001, Na=13.33, Mg=3.3399999999999999, Al=1.54, Si=72.140000000000001, K=0.56000000000000005, Ca=8.9900000000000002, Ba=0.0, Fe=0.0, result=3)
nearest rows: {54: 0.30935467282715973, 149: 0.3429292381818721}
The nearest 2 neighbors are: 
Pandas(Index=54, RI=1.51776, Na=13.529999999999999, Mg=3.4100000000000001, Al=1.52, Si=72.040000000000006, K=0.57999999999999996, Ca=8.7899999999999991, Ba=0.0, Fe=0.0, result=3)
Pandas(Index=149, RI=1.5189999999999999, Na=13.49, Mg=3.48, Al=1.3500000000000001, Si=71.950000000000003, K=0.55000000000000004, Ca=9.0, Ba=0.0, Fe=0.0, result=1)
the 2 nearest are: [3, 1]
guess: 3
actual: 3

point is: Pandas(Index=16, RI=1.5166500000000001, Na=13.140000000000001, Mg=3.4500000000000002, Al=1.76, Si=72.480000000000004, K=0.59999999999999998, Ca=8.3800000000000008, Ba=0.0, Fe=0.17000000000000001, result=3)
nearest rows: {93: 0.40112876349122656, 94: 0.38858743366197285}
The nearest 2 neighbors are: 
Pandas(Index=94, RI=1.51709, Na=13.0, Mg=3.4700000000000002, Al=1.79, Si=72.719999999999999, K=0.66000000000000003, Ca=8.1799999999999997, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=93, RI=1.5187200000000001, Na=12.93, Mg=3.6600000000000001, Al=1.5600000000000001, Si=72.510000000000005, K=0.57999999999999996, Ca=8.5500000000000007, Ba=0.0, Fe=0.12, result=2)
the 2 nearest are: [2, 2]
guess: 2
actual: 3

point is: Pandas(Index=17, RI=1.52369, Na=13.44, Mg=0.0, Al=1.5800000000000001, Si=72.219999999999999, K=0.32000000000000001, Ca=12.24, Ba=0.0, Fe=0.0, result=5)
nearest rows: {47: 1.2594896039666239, 129: 0.32343566222666276}
The nearest 2 neighbors are: 
Pandas(Index=129, RI=1.5204299999999999, Na=13.380000000000001, Mg=0.0, Al=1.3999999999999999, Si=72.25, K=0.33000000000000002, Ca=12.5, Ba=0.0, Fe=0.0, result=5)
Pandas(Index=47, RI=1.5199400000000001, Na=13.27, Mg=0.0, Al=1.76, Si=73.030000000000001, K=0.46999999999999997, Ca=11.32, Ba=0.0, Fe=0.0, result=5)
the 2 nearest are: [5, 5]
guess: 5
actual: 5

point is: Pandas(Index=18, RI=1.5129900000000001, Na=14.4, Mg=1.74, Al=1.54, Si=74.549999999999997, K=0.0, Ca=7.5899999999999999, Ba=0.0, Fe=0.0, result=6)
nearest rows: {55: 2.5379139642627746, 99: 2.3763426988757317}
The nearest 2 neighbors are: 
Pandas(Index=99, RI=1.5151399999999999, Na=14.85, Mg=0.0, Al=2.4199999999999999, Si=73.719999999999999, K=0.0, Ca=8.3900000000000006, Ba=0.56000000000000005, Fe=0.0, result=7)
Pandas(Index=55, RI=1.51569, Na=13.24, Mg=3.4900000000000002, Al=1.47, Si=73.25, K=0.38, Ca=8.0299999999999994, Ba=0.0, Fe=0.0, result=2)
the 2 nearest are: [7, 2]
guess: 7
actual: 6

point is: Pandas(Index=19, RI=1.51508, Na=15.15, Mg=0.0, Al=2.25, Si=73.5, K=0.0, Ca=8.3399999999999999, Ba=0.63, Fe=0.0, result=7)
nearest rows: {18: 0.46786877230693896, 99: 0.41797129518664311}
The nearest 2 neighbors are: 
Pandas(Index=99, RI=1.5151399999999999, Na=14.85, Mg=0.0, Al=2.4199999999999999, Si=73.719999999999999, K=0.0, Ca=8.3900000000000006, Ba=0.56000000000000005, Fe=0.0, result=7)
Pandas(Index=18, RI=1.51617, Na=14.949999999999999, Mg=0.0, Al=2.27, Si=73.299999999999997, K=0.0, Ca=8.7100000000000009, Ba=0.67000000000000004, Fe=0.0, result=7)
the 2 nearest are: [7, 7]
guess: 7
actual: 7

point is: Pandas(Index=20, RI=1.51685, Na=14.92, Mg=0.0, Al=1.99, Si=73.060000000000002, K=0.0, Ca=8.4000000000000004, Ba=1.5900000000000001, Fe=0.0, result=7)
nearest rows: {61: 0.23216398428696949, 152: 0.2137757537701592}
The nearest 2 neighbors are: 
Pandas(Index=152, RI=1.5165799999999998, Na=14.800000000000001, Mg=0.0, Al=1.99, Si=73.109999999999999, K=0.0, Ca=8.2799999999999994, Ba=1.71, Fe=0.0, result=7)
Pandas(Index=61, RI=1.51719, Na=14.75, Mg=0.0, Al=2.0, Si=73.019999999999996, K=0.0, Ca=8.5299999999999994, Ba=1.5900000000000001, Fe=0.080000000000000002, result=7)
the 2 nearest are: [7, 7]
guess: 7
actual: 7

point is: Pandas(Index=21, RI=1.51613, Na=13.880000000000001, Mg=1.78, Al=1.79, Si=73.099999999999994, K=0.0, Ca=8.6699999999999999, Ba=0.76000000000000001, Fe=0.0, result=7)
nearest rows: {83: 1.1891617686841407, 117: 1.4216204365441567}
The nearest 2 neighbors are: 
Pandas(Index=83, RI=1.5185200000000001, Na=14.09, Mg=2.1899999999999999, Al=1.6599999999999999, Si=72.670000000000002, K=0.0, Ca=9.3200000000000003, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=117, RI=1.5182899999999999, Na=14.460000000000001, Mg=2.2400000000000002, Al=1.6200000000000001, Si=72.379999999999995, K=0.0, Ca=9.2599999999999998, Ba=0.0, Fe=0.0, result=6)
the 2 nearest are: [6, 6]
guess: 6
actual: 7
loss is 6 for k=2

point is: Pandas(Index=0, RI=1.52101, Na=13.640000000000001, Mg=4.4900000000000002, Al=1.1000000000000001, Si=71.780000000000001, K=0.059999999999999998, Ca=8.75, Ba=0.0, Fe=0.0, result=1)
nearest rows: {6: 0.88701950936831298, 22: 0.98153267948652489, 65: 1.028352595222086}
The nearest 3 neighbors are: 
Pandas(Index=6, RI=1.51911, Na=13.9, Mg=3.73, Al=1.1799999999999999, Si=72.120000000000005, K=0.059999999999999998, Ca=8.8900000000000006, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=22, RI=1.5184799999999998, Na=13.640000000000001, Mg=3.8700000000000001, Al=1.27, Si=71.959999999999994, K=0.54000000000000004, Ca=8.3200000000000003, Ba=0.0, Fe=0.32000000000000001, result=2)
Pandas(Index=65, RI=1.518, Na=13.710000000000001, Mg=3.9300000000000002, Al=1.54, Si=71.810000000000002, K=0.54000000000000004, Ca=8.2100000000000009, Ba=0.0, Fe=0.14999999999999999, result=2)
the 3 nearest are: [1, 2, 2]
guess: 2
actual: 1

point is: Pandas(Index=1, RI=1.5232000000000001, Na=13.720000000000001, Mg=3.7200000000000002, Al=0.51000000000000001, Si=71.75, K=0.089999999999999997, Ca=10.06, Ba=0.0, Fe=0.16, result=1)
nearest rows: {7: 0.54617209751139773, 40: 0.46023042152817567, 68: 0.43943282763125491}
The nearest 3 neighbors are: 
Pandas(Index=68, RI=1.5221, Na=13.73, Mg=3.8399999999999999, Al=0.71999999999999997, Si=71.760000000000005, K=0.17000000000000001, Ca=9.7400000000000002, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=40, RI=1.52667, Na=13.99, Mg=3.7000000000000002, Al=0.70999999999999996, Si=71.569999999999993, K=0.02, Ca=9.8200000000000003, Ba=0.0, Fe=0.10000000000000001, result=1)
Pandas(Index=7, RI=1.52121, Na=14.029999999999999, Mg=3.7599999999999998, Al=0.57999999999999996, Si=71.790000000000006, K=0.11, Ca=9.6500000000000004, Ba=0.0, Fe=0.0, result=3)
the 3 nearest are: [1, 1, 3]
guess: 1
actual: 1

point is: Pandas(Index=2, RI=1.51793, Na=12.789999999999999, Mg=3.5, Al=1.1200000000000001, Si=73.030000000000001, K=0.64000000000000001, Ca=8.7699999999999996, Ba=0.0, Fe=0.0, result=1)
nearest rows: {3: 0.26229754402205313, 62: 0.23409401551513359, 110: 0.25980789903311263}
The nearest 3 neighbors are: 
Pandas(Index=62, RI=1.5178399999999999, Na=12.68, Mg=3.6699999999999999, Al=1.1599999999999999, Si=73.109999999999999, K=0.60999999999999999, Ca=8.6999999999999993, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=110, RI=1.51755, Na=12.710000000000001, Mg=3.4199999999999999, Al=1.2, Si=73.200000000000003, K=0.58999999999999997, Ca=8.6400000000000006, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=3, RI=1.51797, Na=12.74, Mg=3.48, Al=1.3500000000000001, Si=72.959999999999994, K=0.64000000000000001, Ca=8.6799999999999997, Ba=0.0, Fe=0.0, result=1)
the 3 nearest are: [1, 1, 1]
guess: 1
actual: 1

point is: Pandas(Index=3, RI=1.51905, Na=13.6, Mg=3.6200000000000001, Al=1.1100000000000001, Si=72.640000000000001, K=0.14000000000000001, Ca=8.7599999999999998, Ba=0.0, Fe=0.0, result=1)
nearest rows: {11: 0.52383799976710321, 121: 0.21794919040913857, 123: 0.48487120362009584}
The nearest 3 neighbors are: 
Pandas(Index=121, RI=1.51769, Na=13.65, Mg=3.6600000000000001, Al=1.1100000000000001, Si=72.769999999999996, K=0.11, Ca=8.5999999999999996, Ba=0.0, Fe=0.0, result=3)
Pandas(Index=123, RI=1.5193399999999999, Na=13.640000000000001, Mg=3.54, Al=0.75, Si=72.650000000000006, K=0.16, Ca=8.8900000000000006, Ba=0.14999999999999999, Fe=0.23999999999999999, result=3)
Pandas(Index=11, RI=1.5165500000000001, Na=13.41, Mg=3.3900000000000001, Al=1.28, Si=72.640000000000001, K=0.52000000000000002, Ca=8.6500000000000004, Ba=0.0, Fe=0.0, result=3)
the 3 nearest are: [3, 3, 3]
guess: 3
actual: 1

point is: Pandas(Index=4, RI=1.5157100000000001, Na=12.720000000000001, Mg=3.46, Al=1.5600000000000001, Si=73.200000000000003, K=0.67000000000000004, Ca=8.0899999999999999, Ba=0.0, Fe=0.23999999999999999, result=1)
nearest rows: {9: 0.32924206353380764, 35: 0.33241699851241024, 140: 0.30545184252185981}
The nearest 3 neighbors are: 
Pandas(Index=140, RI=1.5166200000000001, Na=12.85, Mg=3.5099999999999998, Al=1.4399999999999999, Si=73.010000000000005, K=0.68000000000000005, Ca=8.2300000000000004, Ba=0.059999999999999998, Fe=0.25, result=2)
Pandas(Index=9, RI=1.5162899999999999, Na=12.710000000000001, Mg=3.3300000000000001, Al=1.49, Si=73.280000000000001, K=0.67000000000000004, Ca=8.2400000000000002, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=35, RI=1.51674, Na=12.869999999999999, Mg=3.5600000000000001, Al=1.6399999999999999, Si=73.140000000000001, K=0.65000000000000002, Ca=7.9900000000000002, Ba=0.0, Fe=0.0, result=2)
the 3 nearest are: [2, 2, 2]
guess: 2
actual: 1

point is: Pandas(Index=5, RI=1.5176799999999999, Na=12.65, Mg=3.5600000000000001, Al=1.3, Si=73.079999999999998, K=0.60999999999999999, Ca=8.6899999999999995, Ba=0.0, Fe=0.14000000000000001, result=1)
nearest rows: {3: 0.228035269421204, 41: 0.24799199362076238, 62: 0.23065130738844736}
The nearest 3 neighbors are: 
Pandas(Index=3, RI=1.51797, Na=12.74, Mg=3.48, Al=1.3500000000000001, Si=72.959999999999994, K=0.64000000000000001, Ca=8.6799999999999997, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=62, RI=1.5178399999999999, Na=12.68, Mg=3.6699999999999999, Al=1.1599999999999999, Si=73.109999999999999, K=0.60999999999999999, Ca=8.6999999999999993, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=41, RI=1.5175100000000001, Na=12.81, Mg=3.5699999999999998, Al=1.3500000000000001, Si=73.019999999999996, K=0.62, Ca=8.5899999999999999, Ba=0.0, Fe=0.0, result=1)
the 3 nearest are: [1, 1, 1]
guess: 1
actual: 1

point is: Pandas(Index=6, RI=1.5175000000000001, Na=12.82, Mg=3.5499999999999998, Al=1.49, Si=72.75, K=0.54000000000000004, Ca=8.5199999999999996, Ba=0.0, Fe=0.19, result=1)
nearest rows: {36: 0.33734357693603689, 93: 0.3067596590166275, 102: 0.34510870693159929}
The nearest 3 neighbors are: 
Pandas(Index=93, RI=1.5187200000000001, Na=12.93, Mg=3.6600000000000001, Al=1.5600000000000001, Si=72.510000000000005, K=0.57999999999999996, Ca=8.5500000000000007, Ba=0.0, Fe=0.12, result=2)
Pandas(Index=36, RI=1.51667, Na=12.94, Mg=3.6099999999999999, Al=1.26, Si=72.75, K=0.56000000000000005, Ca=8.5999999999999996, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=102, RI=1.51736, Na=12.779999999999999, Mg=3.6200000000000001, Al=1.29, Si=72.790000000000006, K=0.58999999999999997, Ca=8.6999999999999993, Ba=0.0, Fe=0.0, result=1)
the 3 nearest are: [2, 2, 1]
guess: 2
actual: 1

point is: Pandas(Index=7, RI=1.51844, Na=13.25, Mg=3.7599999999999998, Al=1.3200000000000001, Si=72.400000000000006, K=0.57999999999999996, Ca=8.4199999999999999, Ba=0.0, Fe=0.0, result=2)
nearest rows: {21: 0.23600852209189588, 46: 0.25980762190513329, 92: 0.29257477830462364}
The nearest 3 neighbors are: 
Pandas(Index=21, RI=1.5182899999999999, Na=13.24, Mg=3.8999999999999999, Al=1.4099999999999999, Si=72.329999999999998, K=0.55000000000000004, Ca=8.3100000000000005, Ba=0.0, Fe=0.10000000000000001, result=2)
Pandas(Index=46, RI=1.5184600000000001, Na=13.41, Mg=3.8900000000000001, Al=1.3300000000000001, Si=72.379999999999995, K=0.51000000000000001, Ca=8.2799999999999994, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=92, RI=1.51847, Na=13.1, Mg=3.9700000000000002, Al=1.1899999999999999, Si=72.439999999999998, K=0.59999999999999998, Ca=8.4299999999999997, Ba=0.0, Fe=0.0, result=2)
the 3 nearest are: [2, 2, 2]
guess: 2
actual: 2

point is: Pandas(Index=8, RI=1.52664, Na=11.23, Mg=0.0, Al=0.77000000000000002, Si=73.209999999999994, K=0.0, Ca=14.68, Ba=0.0, Fe=0.0, result=2)
nearest rows: {28: 2.272928413324975, 129: 3.2866911269694916, 137: 3.4516083569837392}
The nearest 3 neighbors are: 
Pandas(Index=28, RI=1.52475, Na=11.449999999999999, Mg=0.0, Al=1.8799999999999999, Si=72.189999999999998, K=0.81000000000000005, Ca=13.24, Ba=0.0, Fe=0.34000000000000002, result=2)
Pandas(Index=129, RI=1.5204299999999999, Na=13.380000000000001, Mg=0.0, Al=1.3999999999999999, Si=72.25, K=0.33000000000000002, Ca=12.5, Ba=0.0, Fe=0.0, result=5)
Pandas(Index=137, RI=1.5261400000000001, Na=13.699999999999999, Mg=0.0, Al=1.3600000000000001, Si=71.239999999999995, K=0.19, Ca=13.44, Ba=0.0, Fe=0.10000000000000001, result=2)
the 3 nearest are: [2, 5, 2]
guess: 2
actual: 2

point is: Pandas(Index=9, RI=1.5168999999999999, Na=13.33, Mg=3.54, Al=1.6100000000000001, Si=72.540000000000006, K=0.68000000000000005, Ca=8.1099999999999994, Ba=0.0, Fe=0.0, result=2)
nearest rows: {5: 0.23345241249556689, 31: 0.22627461744526622, 142: 0.19646934239213984}
The nearest 3 neighbors are: 
Pandas(Index=142, RI=1.5164500000000001, Na=13.4, Mg=3.4900000000000002, Al=1.52, Si=72.650000000000006, K=0.67000000000000004, Ca=8.0800000000000001, Ba=0.0, Fe=0.10000000000000001, result=2)
Pandas(Index=31, RI=1.5164500000000001, Na=13.44, Mg=3.6099999999999999, Al=1.54, Si=72.390000000000001, K=0.66000000000000003, Ca=8.0299999999999994, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=5, RI=1.5170700000000001, Na=13.48, Mg=3.48, Al=1.71, Si=72.519999999999996, K=0.62, Ca=7.9900000000000002, Ba=0.0, Fe=0.0, result=2)
the 3 nearest are: [2, 2, 2]
guess: 2
actual: 2

point is: Pandas(Index=10, RI=1.5217700000000001, Na=13.75, Mg=1.01, Al=1.3600000000000001, Si=72.189999999999998, K=0.33000000000000002, Ca=11.140000000000001, Ba=0.0, Fe=0.0, result=2)
nearest rows: {16: 1.4304545440173915, 47: 1.4724480802052091, 111: 1.4805427424090114}
The nearest 3 neighbors are: 
Pandas(Index=16, RI=1.5222200000000001, Na=14.43, Mg=0.0, Al=1.0, Si=72.670000000000002, K=0.10000000000000001, Ca=11.52, Ba=0.0, Fe=0.080000000000000002, result=2)
Pandas(Index=47, RI=1.5199400000000001, Na=13.27, Mg=0.0, Al=1.76, Si=73.030000000000001, K=0.46999999999999997, Ca=11.32, Ba=0.0, Fe=0.0, result=5)
Pandas(Index=111, RI=1.5191600000000001, Na=14.15, Mg=0.0, Al=2.0899999999999999, Si=72.739999999999995, K=0.0, Ca=10.880000000000001, Ba=0.0, Fe=0.0, result=6)
the 3 nearest are: [2, 5, 6]
guess: 2
actual: 2

point is: Pandas(Index=11, RI=1.5159200000000002, Na=12.859999999999999, Mg=3.52, Al=2.1200000000000001, Si=72.659999999999997, K=0.68999999999999995, Ca=7.9699999999999998, Ba=0.0, Fe=0.0, result=2)
nearest rows: {87: 0.3000000006666686, 94: 0.42379401706489495, 103: 0.62888830812792051}
