options: {'rename_cols': {1: 'vendor', 2: 'model', 3: 'MYCT', 4: 'MMIN', 5: 'MMAX', 6: 'CACH', 7: 'CHMIN', 8: 'CHMAX', 9: 'PRP'}, 'result_col': 10, 'drop_columns': ['model', 'PRP']}
        vendor  MYCT   MMIN   MMAX  CACH  CHMIN  CHMAX  result
better split found on 2 at 2620 with mse=0.2222222222222222
better split found on 0 at cdc with mse=0.0
better split found on 0 at gould with mse=0.0
better split found on 1 at 50 with mse=0.0
better split found on 2 at 2000 with mse=0.0
better split found on 3 at 8000 with mse=0.0
better split found on 4 at 30 with mse=0.0
better split found on 5 at 1 with mse=0.0
better split found on 6 at 24 with mse=0.0
better split found on 0 at ncr with mse=0.0
better split found on 0 at siemens with mse=0.0
better split found on 1 at 38 with mse=0.0
better split found on 3 at 8000 with mse=0.0
better split found on 5 at 6 with mse=0.0
better split found on 6 at 12 with mse=0.0
better split found on 0 at nas with mse=46.800000000000004
better split found on 0 at nixdorf with mse=9.0
better split found on 4 at 32 with mse=9.0
better split found on 0 at nas with mse=10.5
better split found on 0 at sperry with mse=9.0
better split found on 0 at wang with mse=4.5
better split found on 1 at 116 with mse=4.5
better split found on 2 at 512 with mse=4.5
better split found on 2 at 1000 with mse=2.25
better split found on 0 at sperry with mse=0.0
better split found on 0 at wang with mse=0.0
better split found on 1 at 98 with mse=0.0
better split found on 2 at 512 with mse=0.0
better split found on 5 at 0 with mse=0.0
better split found on 6 at 0 with mse=0.0
better split found on 0 at nas with mse=0.0
better split found on 0 at sperry with mse=0.0
better split found on 1 at 92 with mse=0.0
better split found on 5 at 1 with mse=0.0
better split found on 6 at 6 with mse=0.0
better split found on 0 at burroughs with mse=0.0
better split found on 0 at cdc with mse=0.0
better split found on 1 at 25 with mse=0.0
better split found on 2 at 1310 with mse=0.0
better split found on 3 at 2620 with mse=0.0
better split found on 4 at 131 with mse=0.0
better split found on 5 at 8 with mse=0.0
better split found on 6 at 24 with mse=0.0
better split found on 0 at amdahl with mse=835.1666666666664
better split found on 0 at bti with mse=829.589947089947
better split found on 0 at cambex with mse=799.5942857142859
better split found on 0 at gould with mse=776.1387362637362
better split found on 1 at 38 with mse=626.360119047619
better split found on 4 at 16 with mse=466.28608058608063
better split found on 4 at 24 with mse=336.17559523809524
better split found on 0 at bti with mse=110.875
better split found on 0 at ibm with mse=105.85416666666666
better split found on 1 at 26 with mse=48.80833333333334
better split found on 2 at 4000 with mse=48.80833333333334
better split found on 5 at 6 with mse=48.80833333333334
better split found on 0 at bti with mse=40.480952380952395
better split found on 0 at magnuson with mse=32.53333333333334
better split found on 1 at 75 with mse=28.855555555555554
better split found on 1 at 185 with mse=28.377777777777787
better split found on 2 at 1000 with mse=25.89242424242424
better split found on 0 at bti with mse=12.166666666666666
better split found on 0 at honeywell with mse=10.666666666666666
better split found on 1 at 250 with mse=10.666666666666666
better split found on 4 at 1 with mse=0.125
better split found on 0 at dg with mse=0.0
better split found on 0 at honeywell with mse=0.0
better split found on 1 at 140 with mse=0.0
better split found on 4 at 8 with mse=0.0
better split found on 5 at 1 with mse=0.0
better split found on 6 at 3 with mse=0.0
better split found on 0 at cambex with mse=16.0
better split found on 0 at magnuson with mse=13.81818181818182
better split found on 6 at 12 with mse=13.81818181818182
better split found on 0 at cambex with mse=8.88888888888889
better split found on 0 at nas with mse=8.88888888888889
better split found on 2 at 2000 with mse=8.88888888888889
better split found on 0 at cambex with mse=4.0
better split found on 0 at ipl with mse=0.8
better split found on 4 at 16 with mse=0.8
better split found on 0 at cambex with mse=0.0
better split found on 0 at ibm with mse=0.0
better split found on 1 at 50 with mse=0.0
better split found on 4 at 8 with mse=0.0
better split found on 5 at 1 with mse=0.0
better split found on 0 at ibm with mse=10.666666666666666
better split found on 0 at nas with mse=2.6666666666666665
better split found on 0 at ncr with mse=2.6666666666666665
better split found on 1 at 56 with mse=2.6666666666666665
better split found on 1 at 57 with mse=2.6666666666666665
better split found on 4 at 0 with mse=2.6666666666666665
better split found on 4 at 1 with mse=2.6666666666666665
better split found on 6 at 6 with mse=2.6666666666666665
better split found on 0 at ibm with mse=0.0
better split found on 0 at ncr with mse=0.0
better split found on 1 at 56 with mse=0.0
better split found on 4 at 0 with mse=0.0
better split found on 5 at 1 with mse=0.0
better split found on 6 at 8 with mse=0.0
better split found on 0 at amdahl with mse=613.2121212121212
better split found on 0 at basf with mse=609.3484848484849
better split found on 0 at cdc with mse=607.3333333333333
better split found on 0 at gould with mse=600.0749999999999
better split found on 0 at nas with mse=529.8958333333334
better split found on 0 at ncr with mse=243.24242424242425
better split found on 4 at 65 with mse=163.74166666666667
better split found on 0 at amdahl with mse=115.0
better split found on 0 at cdc with mse=99.35555555555554
better split found on 2 at 4000 with mse=64.60000000000001
better split found on 0 at basf with mse=76.17857142857143
better split found on 0 at siemens with mse=55.607142857142854
better split found on 4 at 32 with mse=34.68333333333334
better split found on 0 at ibm with mse=2.6666666666666665
better split found on 1 at 17 with mse=2.6666666666666665
better split found on 5 at 4 with mse=2.6666666666666665
better split found on 0 at nas with mse=0.0
better split found on 0 at siemens with mse=0.0
better split found on 1 at 52 with mse=0.0
better split found on 5 at 1 with mse=0.0
better split found on 6 at 6 with mse=0.0
better split found on 0 at basf with mse=5.75
better split found on 0 at gould with mse=1.35
better split found on 1 at 72 with mse=1.35
better split found on 2 at 2000 with mse=1.35
better split found on 6 at 16 with mse=1.35
better split found on 0 at basf with mse=1.1666666666666667
better split found on 0 at nas with mse=1.1666666666666667
better split found on 1 at 60 with mse=0.6666666666666667
better split found on 5 at 5 with mse=0.6666666666666667
better split found on 6 at 8 with mse=0.125
better split found on 0 at nas with mse=0.25
better split found on 1 at 50 with mse=0.0
better split found on 5 at 5 with mse=0.0
better split found on 6 at 10 with mse=0.0
better split found on 0 at amdahl with mse=0.0
better split found on 0 at cdc with mse=0.0
better split found on 1 at 29 with mse=0.0
better split found on 2 at 5240 with mse=0.0
better split found on 3 at 16000 with mse=0.0
better split found on 4 at 30 with mse=0.0
better split found on 5 at 8 with mse=0.0
better split found on 6 at 16 with mse=0.0
better split found on 0 at gould with mse=0.0
better split found on 0 at ncr with mse=0.0
better split found on 1 at 38 with mse=0.0
better split found on 2 at 2000 with mse=0.0
better split found on 5 at 1 with mse=0.0
better split found on 6 at 32 with mse=0.0
better split found on 0 at amdahl with mse=6244.902631578947
better split found on 0 at honeywell with mse=5264.749226006192
better split found on 1 at 38 with mse=4825.894736842105
better split found on 1 at 50 with mse=4533.706140350877
better split found on 2 at 8000 with mse=4021.1403508771928
better split found on 4 at 32 with mse=3327.290726817043
better split found on 5 at 12 with mse=2501.4172932330825
better split found on 0 at amdahl with mse=2889.658008658009
better split found on 0 at honeywell with mse=2525.9226190476193
better split found on 1 at 26 with mse=2235.9392857142857
better split found on 1 at 29 with mse=2112.214285714286
better split found on 1 at 35 with mse=1816.6326530612246
better split found on 1 at 38 with mse=755.1111111111112
better split found on 2 at 4000 with mse=755.1111111111112
better split found on 0 at honeywell with mse=102.39999999999999
better split found on 0 at nas with mse=16.150000000000002
better split found on 1 at 48 with mse=16.150000000000002
better split found on 0 at honeywell with mse=19.625
better split found on 0 at ibm with mse=7.166666666666666
better split found on 2 at 2000 with mse=7.166666666666666
better split found on 3 at 24000 with mse=7.166666666666666
better split found on 4 at 32 with mse=7.166666666666666
better split found on 5 at 6 with mse=7.166666666666666
better split found on 6 at 16 with mse=7.166666666666666
better split found on 6 at 20 with mse=2.125
better split found on 0 at honeywell with mse=0.0
better split found on 0 at ibm with mse=0.0
better split found on 1 at 57 with mse=0.0
better split found on 2 at 2000 with mse=0.0
better split found on 3 at 24000 with mse=0.0
better split found on 4 at 32 with mse=0.0
better split found on 5 at 1 with mse=0.0
better split found on 6 at 16 with mse=0.0
better split found on 0 at honeywell with mse=0.0
better split found on 0 at sperry with mse=0.0
better split found on 1 at 50 with mse=0.0
better split found on 4 at 24 with mse=0.0
better split found on 5 at 1 with mse=0.0
better split found on 6 at 26 with mse=0.0
better split found on 0 at amdahl with mse=1073.2777777777778
better split found on 0 at ibm with mse=1064.7619047619046
better split found on 1 at 26 with mse=1015.7277777777776
better split found on 2 at 8000 with mse=367.54166666666663
better split found on 0 at amdahl with mse=411.73333333333335
better split found on 0 at ibm with mse=141.60714285714286
